id,host_id,neighbourhood_cleansed,property_type,room_type,accommodates,price,minimum_nights,maximum_nights,bedrooms,beds,cancellation_policy,number_of_reviews,review_scores_accuracy
30790804,214643746,Cuauhtemoc,Apartment,Entire home/apt,6,1608,2,1125,2,2,moderate,65,10
30791011,229105621,Cuauhtemoc,Condominium,Entire home/apt,2,951,2,1125,1,1,flexible,39,10
30793090,120246368,Benito Juarez,Apartment,Entire home/apt,4,702,15,1125,1,1,strict_14_with_grace_period,62,10
30793941,92491162,Cuauhtemoc,Condominium,Entire home/apt,4,1924,2,1125,2,2,flexible,38,10
30794332,121425017,Cuauhtemoc,Apartment,Entire home/apt,4,883,1,35,2,3,strict_14_with_grace_period,19,10
30794418,78871360,Cuauhtemoc,House,Private room,1,204,2,1125,1,1,moderate,19,10
30796211,3919211,Benito Juarez,Apartment,Entire home/apt,4,1358,2,1125,2,2,strict_14_with_grace_period,67,10
30797399,152516068,Tlalpan,Apartment,Entire home/apt,1,456,1,1125,1,1,flexible,1,10
30797841,198283087,Tlalpan,Apartment,Entire home/apt,4,653,2,999,2,2,flexible,10,9
30798529,46736744,Cuauhtemoc,Casa particular (Cuba),Entire home/apt,4,1087,1,30,1,2,flexible,49,10
30799600,230418692,Tlalpan,House,Private room,1,315,7,1125,7,7,flexible,1,2
30801007,52449189,Alvaro Obregon,House,Private room,2,495,3,30,1,1,strict_14_with_grace_period,0,
30817412,115023718,Cuauhtemoc,Apartment,Private room,2,706,1,1125,2,2,flexible,1,4
30818696,230537503,Alvaro Obregon,Apartment,Entire home/apt,4,996,3,1125,3,3,strict_14_with_grace_period,10,10
30819221,230537503,Alvaro Obregon,Apartment,Entire home/apt,2,563,3,1125,1,1,strict_14_with_grace_period,5,10
30824595,11288823,Cuauhtemoc,Apartment,Private room,2,453,2,31,1,1,flexible,2,10
30825311,154119775,Benito Juarez,Apartment,Private room,2,792,2,1125,2,2,flexible,8,9
30825822,60109541,Benito Juarez,Apartment,Private room,2,592,1,1125,1,1,flexible,0,
30827114,116430398,Cuauhtemoc,Guest suite,Private room,2,340,2,1125,1,1,moderate,50,10
30827169,230560651,Benito Juarez,Apartment,Private room,2,272,3,15,1,1,flexible,1,10
30828383,53645758,Benito Juarez,Apartment,Entire home/apt,4,1811,1,1095,2,2,strict_14_with_grace_period,28,10
30829489,10592410,Coyoacan,Guest suite,Entire home/apt,3,747,3,1125,1,2,moderate,10,10
30834587,49173458,Benito Juarez,Apartment,Entire home/apt,2,747,4,30,1,0,flexible,0,
30850400,44537347,Cuauhtemoc,Apartment,Entire home/apt,4,1676,1,1125,2,2,strict_14_with_grace_period,29,10
30853727,230681212,Miguel Hidalgo,Apartment,Private room,2,408,1,7,1,1,flexible,4,10
30854213,20667217,Cuauhtemoc,Apartment,Entire home/apt,2,1064,4,1125,1,1,strict_14_with_grace_period,10,10
30854384,230683747,Azcapotzalco,Apartment,Private room,2,405,2,30,1,1,flexible,1,10
30859823,156455377,Cuauhtemoc,Guest suite,Private room,2,453,1,1125,1,1,moderate,104,10
30865440,230727206,Benito Juarez,Bed and breakfast,Private room,2,340,1,30,1,1,flexible,19,10
30865606,230733404,Cuauhtemoc,Condominium,Entire home/apt,2,657,3,30,1,1,flexible,16,10
30872310,230746315,Miguel Hidalgo,House,Entire home/apt,4,3396,1,30,2,1,flexible,0,
30873751,55626172,Miguel Hidalgo,Condominium,Private room,2,498,2,5,1,1,moderate,46,10
30881362,20119447,Cuauhtemoc,Apartment,Entire home/apt,2,498,2,1125,1,1,flexible,15,9
30881918,96442505,Cuauhtemoc,Apartment,Private room,2,798,1,1125,1,1,flexible,0,
30883911,216904927,Benito Juarez,House,Private room,1,501,4,61,1,1,flexible,0,
30885707,42225077,Cuauhtemoc,Apartment,Private room,1,340,3,1125,1,1,moderate,6,10
30887799,84960902,Benito Juarez,Apartment,Private room,1,317,30,1125,1,1,moderate,7,9
30889572,230845971,Miguel Hidalgo,Apartment,Entire home/apt,3,1110,7,30,1,3,strict_14_with_grace_period,24,10
30892306,142221140,Benito Juarez,Apartment,Entire home/apt,2,543,2,1125,1,0,strict_14_with_grace_period,19,10
30893635,230877822,Miguel Hidalgo,Apartment,Entire home/apt,6,5004,3,1125,3,3,flexible,10,10
30893969,230879718,Cuauhtemoc,Apartment,Private room,1,408,2,30,1,1,flexible,0,
30901456,230933405,Cuauhtemoc,House,Entire home/apt,15,679,1,1125,5,10,moderate,41,10
30904133,80376007,Alvaro Obregon,Guest suite,Private room,1,336,1,1125,1,0,flexible,9,10
30905360,186335328,Miguel Hidalgo,Chalet,Private room,2,702,1,20,1,1,flexible,12,10
30906491,1694062,Coyoacan,Apartment,Entire home/apt,4,996,2,7,2,2,flexible,7,10
30907106,186169385,Miguel Hidalgo,Condominium,Shared room,2,498,1,7,1,1,flexible,1,10
30908617,17504736,Miguel Hidalgo,Apartment,Private room,2,498,2,31,1,1,flexible,9,9
30910230,36682003,Cuauhtemoc,Apartment,Entire home/apt,2,951,3,60,1,1,flexible,12,9
30911456,231008006,Benito Juarez,Apartment,Entire home/apt,5,906,2,1125,2,3,moderate,31,10
30914643,16868255,Cuauhtemoc,Apartment,Entire home/apt,3,566,3,60,1,2,moderate,48,10
30914831,228306830,Cuauhtemoc,Apartment,Private room,2,451,2,1125,1,1,flexible,3,8
30915627,113629186,Cuauhtemoc,Apartment,Entire home/apt,4,725,1,60,0,2,moderate,26,10
30921822,160337152,Azcapotzalco,Condominium,Private room,2,428,2,1125,1,1,flexible,15,10
30927243,23426264,Cuauhtemoc,Apartment,Private room,2,544,2,45,1,1,moderate,13,10
30928202,120991330,Cuauhtemoc,Apartment,Private room,2,249,2,1125,1,1,flexible,16,8
30928323,68320131,Cuauhtemoc,Condominium,Entire home/apt,5,1200,1,1125,2,3,strict_14_with_grace_period,34,10
30929562,59206796,Venustiano Carranza,Apartment,Private room,2,293,1,1125,1,1,strict_14_with_grace_period,79,9
30930681,66510852,Cuauhtemoc,House,Private room,2,362,1,1125,0,1,strict_14_with_grace_period,19,10
30932010,231140143,Tlalpan,Guest suite,Private room,1,293,1,1125,1,1,flexible,5,10
30933846,100121258,Miguel Hidalgo,Apartment,Entire home/apt,2,1245,2,1125,2,1,flexible,7,10
30935056,36138409,Benito Juarez,Apartment,Entire home/apt,2,1404,1,1125,1,1,strict_14_with_grace_period,2,10
30936325,133030472,Tlalpan,House,Private room,4,405,1,6,1,2,flexible,13,9
30940030,176279839,Benito Juarez,Apartment,Entire home/apt,2,1109,4,186,1,2,strict_14_with_grace_period,30,10
30940473,161342389,Alvaro Obregon,House,Entire home/apt,3,675,2,1125,2,2,moderate,2,10
30940865,17847204,Benito Juarez,Apartment,Private room,2,340,2,15,1,1,moderate,0,
30946265,168265437,Cuauhtemoc,Condominium,Entire home/apt,3,1291,4,60,2,2,strict_14_with_grace_period,31,10
30952623,19051738,Benito Juarez,Apartment,Entire home/apt,4,838,4,1125,2,2,strict_14_with_grace_period,0,
30954061,227691930,Cuauhtemoc,Guest suite,Shared room,1,679,1,1125,1,1,flexible,0,
30954873,91532600,Benito Juarez,Serviced apartment,Private room,2,453,2,360,1,1,flexible,3,9
30955534,158710400,Cuauhtemoc,Apartment,Entire home/apt,4,1699,1,35,2,2,moderate,70,10
30955939,14172568,Cuauhtemoc,Apartment,Entire home/apt,4,1404,1,7,2,2,flexible,36,10
30956143,231308243,Cuauhtemoc,House,Entire home/apt,4,1404,3,1125,2,3,flexible,9,10
30956395,81880960,Cuauhtemoc,Apartment,Entire home/apt,4,2989,2,80,2,2,flexible,5,9
30956554,203806477,Benito Juarez,Condominium,Private room,2,340,1,180,1,1,moderate,8,9
30957827,105593363,Benito Juarez,Apartment,Private room,3,702,2,32,1,1,flexible,3,10
30958098,27449159,Cuajimalpa de Morelos,Apartment,Entire home/apt,4,1993,2,1125,2,3,flexible,11,10
30958165,22782422,Cuauhtemoc,Apartment,Entire home/apt,4,2808,2,1125,2,2,moderate,2,10
30959057,231327314,Alvaro Obregon,House,Private room,1,340,2,1125,1,1,moderate,0,
30961846,126106513,Cuauhtemoc,Loft,Entire home/apt,4,1177,1,32,1,1,moderate,92,10
30961955,225762170,Alvaro Obregon,House,Private room,2,293,1,1125,2,2,moderate,8,10
30964749,50756338,Miguel Hidalgo,Apartment,Private room,2,1902,2,30,1,0,flexible,1,6
30965631,53361285,Cuauhtemoc,Apartment,Entire home/apt,7,1902,1,1125,3,4,moderate,50,10
30965702,225762170,Alvaro Obregon,Bed and breakfast,Private room,1,296,1,1125,2,1,flexible,2,10
30967436,230992075,Tlalpan,Aparthotel,Private room,3,450,2,1125,1,1,flexible,6,10
30977498,38576348,Cuauhtemoc,Apartment,Entire home/apt,6,2310,3,15,3,4,strict_14_with_grace_period,7,10
30977585,36486250,Cuauhtemoc,Apartment,Entire home/apt,2,1699,3,1125,1,1,strict_14_with_grace_period,4,10
30979408,54566649,Alvaro Obregon,Condominium,Entire home/apt,4,498,3,60,2,2,moderate,39,10
30979411,82121841,Cuauhtemoc,Apartment,Entire home/apt,7,1948,2,1125,2,4,moderate,52,10
30982314,92491162,Miguel Hidalgo,House,Private room,2,1019,2,1125,1,1,flexible,6,8
30982954,95204356,Venustiano Carranza,Guest suite,Private room,1,225,3,30,1,1,flexible,0,
30983108,92491162,Miguel Hidalgo,House,Private room,2,1019,2,1125,1,1,flexible,8,10
30983771,92491162,Miguel Hidalgo,House,Private room,2,1019,2,1125,1,1,flexible,3,10
30983826,231482476,La Magdalena Contreras,Guest suite,Entire home/apt,4,540,1,1125,2,3,moderate,11,10
30983968,9988682,Cuauhtemoc,Apartment,Entire home/apt,2,861,2,31,1,1,strict_14_with_grace_period,71,10
30984283,92491162,Miguel Hidalgo,House,Private room,2,1019,2,1125,1,1,flexible,5,8
30990149,12581631,Benito Juarez,House,Private room,1,226,28,800,1,1,flexible,2,10
30990726,163395340,Benito Juarez,Apartment,Entire home/apt,6,611,4,90,2,2,moderate,13,10
30997856,179800202,Miguel Hidalgo,Apartment,Entire home/apt,3,1200,1,1125,1,1,moderate,42,10
30998313,97613358,Cuauhtemoc,Hostel,Private room,6,2604,1,30,1,6,flexible,2,10
30998403,97457747,Miguel Hidalgo,Apartment,Entire home/apt,4,3509,28,1125,2,2,moderate,1,10
30998476,230715039,Cuauhtemoc,Apartment,Entire home/apt,4,1381,1,1125,2,2,flexible,96,10
30998957,198471653,Cuauhtemoc,Apartment,Entire home/apt,5,1608,2,1125,2,3,strict_14_with_grace_period,50,10
30999508,49125312,Cuauhtemoc,Apartment,Entire home/apt,2,1132,3,1125,1,1,strict_14_with_grace_period,18,9
30999570,41963013,Cuauhtemoc,Apartment,Entire home/apt,5,3397,2,1119,2,4,flexible,56,10
31000717,2781910,Cuauhtemoc,Apartment,Entire home/apt,5,1992,30,30,3,3,flexible,1,
31001798,190003799,Cuauhtemoc,House,Entire home/apt,16,3510,1,1125,4,9,moderate,72,10
31002656,168173597,Cuauhtemoc,Apartment,Private room,2,430,1,4,1,1,flexible,0,
31003297,229269989,Miguel Hidalgo,Apartment,Private room,2,996,1,60,1,1,flexible,5,10
31018690,189757499,Cuauhtemoc,Apartment,Entire home/apt,2,679,1,30,1,1,moderate,47,10
31019043,189757499,Cuauhtemoc,Apartment,Entire home/apt,2,679,1,30,1,1,moderate,34,10
31019193,117315390,Benito Juarez,Apartment,Entire home/apt,2,498,3,1125,1,1,strict_14_with_grace_period,23,10
31019589,231673778,Tlalpan,Guest suite,Private room,1,203,90,180,1,1,flexible,0,
31021799,183535743,Cuauhtemoc,Apartment,Entire home/apt,5,1314,1,1125,2,2,moderate,56,10
31021904,221174825,Coyoacan,Apartment,Entire home/apt,3,1200,1,1125,1,1,flexible,22,10
31021967,173089758,Benito Juarez,Apartment,Entire home/apt,6,1200,7,90,3,4,flexible,6,8
31022719,41963013,Miguel Hidalgo,Condominium,Entire home/apt,5,2943,2,1120,2,4,moderate,22,10
31036159,12451150,Cuauhtemoc,Apartment,Entire home/apt,3,1037,2,1124,1,1,moderate,46,10
31036813,187446159,Alvaro Obregon,House,Private room,2,408,1,10,1,1,strict_14_with_grace_period,45,10
31037354,29109338,Cuauhtemoc,Apartment,Private room,1,4529,4,50,1,1,strict_14_with_grace_period,0,
31037719,183727666,Cuauhtemoc,Apartment,Private room,2,408,1,360,1,1,moderate,7,10
31038423,37431158,Coyoacan,Apartment,Entire home/apt,4,906,3,1125,2,3,flexible,59,10
31038471,3345494,Benito Juarez,Apartment,Private room,2,294,3,1125,1,1,moderate,13,10
31038877,119507082,Cuauhtemoc,Loft,Private room,3,611,1,1125,1,2,flexible,10,9
31041007,6445761,Miguel Hidalgo,Apartment,Private room,2,543,1,30,1,1,moderate,17,10
31041570,188233671,Coyoacan,Apartment,Private room,1,205,2,60,1,1,flexible,12,10
31049912,231927727,Miguel Hidalgo,Apartment,Private room,1,706,7,1125,1,1,flexible,0,
31053396,231958278,Benito Juarez,Condominium,Entire home/apt,2,996,3,30,1,1,flexible,0,
31053584,47974462,Benito Juarez,Apartment,Entire home/apt,2,1494,1,1125,1,1,moderate,6,10
31054539,78456925,Cuauhtemoc,Serviced apartment,Hotel room,2,340,28,1125,1,1,moderate,51,10
31056290,157969601,Benito Juarez,Apartment,Private room,2,273,3,90,1,1,flexible,0,
31057449,224561220,Benito Juarez,House,Private room,1,340,1,90,1,1,flexible,14,10
31058281,97185258,Cuauhtemoc,Apartment,Entire home/apt,4,1314,2,30,2,2,strict_14_with_grace_period,61,10
31059051,232011626,Tlalpan,House,Private room,1,248,2,30,1,1,flexible,13,10
31060261,73547107,La Magdalena Contreras,Apartment,Entire home/apt,4,1710,2,1125,3,5,moderate,30,10
31065153,124321147,Alvaro Obregon,House,Private room,3,951,2,1125,2,2,flexible,0,
31065331,70937648,Cuauhtemoc,Loft,Entire home/apt,4,1789,1,1125,1,2,moderate,78,10
31066457,221752583,Benito Juarez,Apartment,Private room,2,453,3,14,1,1,flexible,1,10
31072443,173504271,Iztacalco,Apartment,Private room,2,428,1,1125,1,1,strict_14_with_grace_period,51,10
31073240,57270548,Benito Juarez,House,Private room,2,430,2,1125,1,1,flexible,5,10
31076055,9455479,Cuauhtemoc,Apartment,Entire home/apt,2,2265,1,1125,1,1,strict_14_with_grace_period,17,10
31076523,232173406,Benito Juarez,Loft,Entire home/apt,2,589,7,1125,1,1,flexible,32,10
31077015,232008509,Miguel Hidalgo,Apartment,Private room,2,408,2,11,1,1,flexible,8,9
31085383,11524397,Cuauhtemoc,Apartment,Entire home/apt,2,566,20,65,1,1,moderate,0,
31085394,173812471,Iztapalapa,Apartment,Entire home/apt,2,433,12,14,1,2,moderate,10,10
31085616,25968471,Cuauhtemoc,Apartment,Entire home/apt,3,1857,3,29,2,1,flexible,1,10
31086849,10642584,Coyoacan,Apartment,Entire home/apt,6,957,1,175,3,3,moderate,76,10
31088867,232185342,Cuauhtemoc,Loft,Entire home/apt,3,1449,5,1125,1,0,moderate,9,10
31089739,200268135,Cuauhtemoc,House,Private room,2,498,2,62,1,1,flexible,25,9
31099048,217627054,Coyoacan,Apartment,Private room,2,563,5,1125,1,1,moderate,0,
31100887,52354244,Cuauhtemoc,Apartment,Entire home/apt,6,3510,1,1125,2,4,flexible,67,10
31101496,42700394,Cuauhtemoc,Apartment,Entire home/apt,6,1563,1,1000,2,3,strict_14_with_grace_period,46,10
31102638,24755561,Miguel Hidalgo,Apartment,Private room,2,361,2,1125,1,1,moderate,8,10
31102892,232417836,Coyoacan,House,Entire home/apt,4,1064,3,1125,2,2,flexible,2,10
31104143,54845856,Cuauhtemoc,Apartment,Entire home/apt,6,951,2,1125,2,5,flexible,15,10
31104367,212954352,Tlalpan,House,Private room,6,273,2,1125,6,9,flexible,7,10
31104872,7965998,Benito Juarez,Apartment,Private room,2,453,7,1125,1,1,flexible,0,
31105449,168352098,Cuauhtemoc,Apartment,Private room,2,249,7,20,1,1,flexible,0,
31105675,232449899,Benito Juarez,Apartment,Entire home/apt,3,453,1,1125,1,1,moderate,34,10
31105954,94550086,Cuauhtemoc,Apartment,Private room,1,793,2,60,1,1,strict_14_with_grace_period,7,9
31114172,129450354,Benito Juarez,Apartment,Private room,2,317,3,1125,1,1,flexible,0,
31115489,221752583,Benito Juarez,Apartment,Private room,2,408,3,15,1,1,flexible,1,10
31117515,231841797,Miguel Hidalgo,Loft,Private room,4,653,1,375,2,4,flexible,20,9
31118664,7520833,Cuauhtemoc,Apartment,Private room,2,362,2,30,1,1,moderate,12,10
31119132,182841358,Cuauhtemoc,Condominium,Private room,1,294,1,1125,1,2,flexible,0,
31120471,103711010,Benito Juarez,Condominium,Private room,2,860,1,1125,1,1,moderate,41,10
31121149,109500943,Cuauhtemoc,Loft,Entire home/apt,2,1359,2,1125,1,1,moderate,95,10
31122960,159614677,Coyoacan,Boutique hotel,Private room,2,2898,1,1125,1,1,strict_14_with_grace_period,0,
31123407,17602181,Cuauhtemoc,Apartment,Entire home/apt,2,657,28,360,2,1,moderate,9,10
31125151,196361066,Coyoacan,Apartment,Private room,2,294,1,1125,1,3,flexible,1,10
31126735,59191943,Miguel Hidalgo,Apartment,Entire home/apt,9,5796,2,1125,3,3,flexible,7,10
31128857,55016126,Benito Juarez,Condominium,Private room,2,996,1,7,1,1,flexible,0,
31133051,232101170,Cuauhtemoc,Apartment,Entire home/apt,4,1110,4,1125,1,2,flexible,77,10
31138910,232731684,Gustavo A. Madero,Apartment,Private room,2,706,1,10,1,1,flexible,0,
31139033,230600218,Gustavo A. Madero,House,Entire home/apt,6,945,3,1125,3,3,flexible,12,10
31141354,91878640,Cuajimalpa de Morelos,Apartment,Shared room,1,251,100,1125,1,1,flexible,0,
31141918,227035886,Miguel Hidalgo,Hotel,Hotel room,4,1811,2,15,1,2,flexible,1,10
31142221,77145103,Alvaro Obregon,Apartment,Private room,2,428,1,1125,0,1,strict_14_with_grace_period,0,
31142840,232766178,Cuauhtemoc,Apartment,Private room,2,589,1,1125,0,0,flexible,0,
31142892,50988996,Coyoacan,Apartment,Private room,2,408,2,20,1,1,flexible,0,
31143303,231841797,Miguel Hidalgo,House,Private room,2,990,1,1125,1,1,flexible,14,10
31144731,24597952,Cuauhtemoc,Apartment,Entire home/apt,6,996,1,1125,3,3,flexible,36,10
31147467,217803437,Miguel Hidalgo,Condominium,Private room,2,566,1,10,1,2,flexible,33,10
31148269,27449159,Cuajimalpa de Morelos,Apartment,Entire home/apt,6,2830,2,1125,3,3,flexible,19,9
31150998,190003799,Cuauhtemoc,House,Private room,4,679,1,1125,1,2,flexible,9,10
31151213,232846137,Benito Juarez,Guest suite,Private room,1,249,1,1125,0,1,flexible,0,
31151837,98522445,Benito Juarez,Apartment,Entire home/apt,4,792,1,1125,0,1,strict_14_with_grace_period,13,10
31154873,39241766,Cuauhtemoc,Apartment,Entire home/apt,5,902,5,240,3,3,strict_14_with_grace_period,36,10
31163609,130829156,Cuauhtemoc,Loft,Entire home/apt,3,883,1,1125,1,1,moderate,38,10
31164453,53598288,Coyoacan,Apartment,Private room,1,270,2,1125,0,1,flexible,0,
31165364,230514702,Miguel Hidalgo,Apartment,Entire home/apt,2,906,2,1125,1,1,moderate,8,9
31165418,219731180,Cuauhtemoc,Apartment,Private room,2,430,1,1125,1,1,moderate,29,9
31165803,219731180,Cuauhtemoc,Apartment,Private room,2,385,1,1125,1,1,moderate,21,10
31165994,219731180,Cuauhtemoc,Apartment,Private room,2,385,1,1125,1,1,moderate,22,9
31166392,219731180,Cuauhtemoc,Apartment,Private room,2,385,1,1125,1,1,moderate,32,9
31166422,158752276,Iztapalapa,Guest suite,Private room,2,291,1,30,1,1,flexible,0,
31166655,219731180,Cuauhtemoc,Apartment,Private room,2,385,1,1125,1,1,flexible,32,10
31169125,182436449,Miguel Hidalgo,Apartment,Private room,1,293,2,180,2,2,flexible,7,10
31169502,37373841,Alvaro Obregon,House,Private room,2,675,2,1125,1,2,moderate,1,8
31170114,182436449,Miguel Hidalgo,Apartment,Private room,1,248,2,30,1,2,flexible,17,10
31172505,233012604,Benito Juarez,Apartment,Private room,1,657,1,1125,1,1,flexible,10,10
31172579,174768769,Azcapotzalco,Guest suite,Private room,1,225,2,1125,0,1,flexible,13,9
31174645,109681580,Cuauhtemoc,Loft,Entire home/apt,3,838,2,1125,0,2,flexible,56,10
31174653,182436449,Miguel Hidalgo,Apartment,Private room,3,585,2,180,2,2,flexible,1,10
31175568,101572703,Coyoacan,Apartment,Private room,1,205,30,31,1,1,strict_14_with_grace_period,5,10
31176633,233054457,Miguel Hidalgo,Apartment,Entire home/apt,4,1200,5,182,2,2,flexible,15,10
31177111,29891853,Miguel Hidalgo,Apartment,Entire home/apt,5,2400,1,1125,3,3,strict_14_with_grace_period,44,10
31177196,90530942,Cuauhtemoc,Apartment,Entire home/apt,4,566,1,1125,2,2,strict_14_with_grace_period,9,10
31183431,111430773,Cuauhtemoc,Apartment,Entire home/apt,4,1200,2,180,2,2,strict_14_with_grace_period,33,10
31185843,44270726,Benito Juarez,Apartment,Private room,2,362,1,1125,1,1,moderate,54,10
31186668,138591920,Benito Juarez,Apartment,Entire home/apt,3,476,2,1125,1,2,moderate,127,10
31189720,129347264,Cuauhtemoc,Apartment,Private room,2,408,1,30,1,1,flexible,1,10
31190740,233190170,Miguel Hidalgo,Apartment,Private room,2,226,2,2,1,2,flexible,0,
31190931,171894446,Cuauhtemoc,Apartment,Private room,1,294,3,1125,1,1,flexible,8,10
31191332,233202371,Tlalpan,Apartment,Entire home/apt,4,450,1,1125,2,3,flexible,4,10
31192024,186809510,Azcapotzalco,Apartment,Private room,1,360,1,1125,0,1,flexible,0,
31192267,86279500,Benito Juarez,Apartment,Entire home/apt,2,385,2,1125,1,0,strict_14_with_grace_period,0,
31194824,233242043,Cuauhtemoc,Apartment,Private room,1,498,2,1125,1,1,flexible,13,10
31195179,9557015,Cuauhtemoc,Apartment,Entire home/apt,6,2310,2,180,2,2,moderate,31,10
31201922,25615996,Cuauhtemoc,Apartment,Entire home/apt,4,744,2,1125,1,1,flexible,41,10
31205186,181831700,Cuauhtemoc,Apartment,Entire home/apt,2,408,2,1125,1,1,moderate,49,10
31206749,99379691,Benito Juarez,Apartment,Private room,2,249,1,30,1,1,strict_14_with_grace_period,20,10
31206836,55194829,Alvaro Obregon,House,Private room,2,498,1,30,1,1,strict_14_with_grace_period,2,10
31208218,84815826,Cuajimalpa de Morelos,Condominium,Entire home/apt,6,2507,2,1125,3,3,flexible,11,10
31208303,186169385,Miguel Hidalgo,Apartment,Private room,2,498,7,30,1,1,flexible,0,
