id,host_id,neighbourhood_cleansed,property_type,room_type,accommodates,price,minimum_nights,maximum_nights,bedrooms,beds,cancellation_policy,number_of_reviews,review_scores_accuracy
30249163,227155922,Azcapotzalco,Apartment,Private room,2,248,7,93,2,1,flexible,0,
30250909,46981156,Cuauhtemoc,Bed and breakfast,Private room,2,860,3,1125,1,1,flexible,12,10
30251794,129312731,Cuauhtemoc,Apartment,Entire home/apt,5,1834,3,1125,2,4,flexible,12,10
30251850,173089758,Benito Juarez,Apartment,Entire home/apt,6,1404,15,1125,3,4,moderate,11,10
30253088,208529350,Cuauhtemoc,Apartment,Entire home/apt,6,2503,2,30,3,5,moderate,11,10
30253095,28814855,Cuauhtemoc,Apartment,Entire home/apt,2,1472,1,1125,1,1,strict_14_with_grace_period,7,10
30253257,120954109,Cuauhtemoc,Hostel,Hotel room,2,340,1,1125,1,1,moderate,8,9
30254138,21153877,Benito Juarez,Apartment,Entire home/apt,4,611,3,1125,2,2,moderate,9,9
30255904,214327907,Coyoacan,House,Private room,4,1601,1,1125,2,3,flexible,9,10
30256707,68591071,Benito Juarez,House,Private room,4,1494,3,1125,2,2,flexible,0,
30257442,156535908,Gustavo A. Madero,Townhouse,Entire home/apt,4,1003,1,1125,1,2,strict_14_with_grace_period,22,10
30257679,156632464,Miguel Hidalgo,Condominium,Entire home/apt,4,2015,1,365,2,2,moderate,69,10
30264339,187717660,Cuauhtemoc,Apartment,Entire home/apt,2,1880,2,365,1,1,flexible,5,10
30269685,56460981,Cuauhtemoc,Apartment,Private room,2,496,2,1125,1,1,moderate,28,10
30269801,114558351,Coyoacan,Apartment,Private room,2,248,2,1125,1,1,flexible,6,10
30270078,15359500,Cuauhtemoc,House,Private room,2,657,1,1125,1,1,moderate,15,9
30271441,227353861,Alvaro Obregon,Guesthouse,Private room,2,317,2,120,1,1,flexible,59,10
30272161,181923964,Iztapalapa,Guest suite,Private room,1,224,3,1125,1,1,flexible,0,
30274907,187704585,Benito Juarez,Apartment,Entire home/apt,2,657,2,1125,1,1,moderate,83,10
30282615,213349786,Gustavo A. Madero,Apartment,Entire home/apt,4,450,3,30,3,2,flexible,44,10
30285962,227314928,Cuauhtemoc,Apartment,Private room,1,589,2,4,1,1,flexible,0,
30289350,64092,Cuauhtemoc,Apartment,Entire home/apt,4,1691,1,1125,2,2,moderate,16,10
30289360,212104868,Xochimilco,Apartment,Entire home/apt,4,1009,1,1125,1,2,moderate,6,10
30289827,34732988,Coyoacan,Apartment,Entire home/apt,4,498,7,30,2,2,flexible,1,
30290627,212104868,Xochimilco,Apartment,Entire home/apt,4,540,1,30,1,2,moderate,3,9
30292797,188872104,Cuauhtemoc,Loft,Entire home/apt,4,906,1,60,1,2,strict_14_with_grace_period,82,10
30292907,227521063,Miguel Hidalgo,Apartment,Entire home/apt,4,1404,3,1125,2,2,flexible,54,10
30293831,6415281,Cuauhtemoc,Condominium,Entire home/apt,4,1353,3,1125,2,4,moderate,30,10
30302140,91380305,Coyoacan,Serviced apartment,Private room,2,294,2,1125,1,1,flexible,0,
30307758,205698527,Tlahuac,House,Private room,2,247,1,7,1,1,flexible,0,
30309418,5755202,Miguel Hidalgo,Apartment,Entire home/apt,3,1924,3,1125,1,1,strict_14_with_grace_period,16,10
30315284,44882747,Coyoacan,Apartment,Private room,1,498,20,40,1,1,flexible,0,
30315998,11071452,Miguel Hidalgo,Loft,Entire home/apt,2,1268,5,1125,1,1,flexible,11,10
30316066,213384941,Benito Juarez,Apartment,Private room,2,383,1,95,1,1,flexible,11,10
30319512,227689802,Miguel Hidalgo,Apartment,Entire home/apt,4,945,3,180,1,1,flexible,9,10
30319934,52000817,Cuauhtemoc,House,Entire home/apt,8,3102,2,1125,4,7,moderate,30,10
30320469,3919211,Coyoacan,Apartment,Entire home/apt,4,906,2,1125,1,2,moderate,39,9
30320875,3919211,Coyoacan,Apartment,Entire home/apt,4,1019,2,1125,2,2,strict_14_with_grace_period,36,10
30322024,227705505,Coyoacan,Apartment,Private room,1,251,9,1125,1,1,flexible,0,
30322631,108602994,Miguel Hidalgo,Apartment,Private room,1,249,2,1125,1,1,strict_14_with_grace_period,17,9
30322756,85312727,Benito Juarez,Apartment,Entire home/apt,4,1743,2,1125,2,2,moderate,67,10
30324028,128011770,Miguel Hidalgo,Apartment,Entire home/apt,2,1155,2,1125,1,1,flexible,11,9
30324168,67077806,Miguel Hidalgo,Apartment,Entire home/apt,5,2264,2,1125,2,3,moderate,23,10
30324660,95711511,Cuauhtemoc,House,Entire home/apt,5,1314,2,15,3,2,flexible,1,10
30324835,99155998,Cuauhtemoc,Apartment,Entire home/apt,4,1177,1,1125,2,2,strict_14_with_grace_period,14,10
30325277,139156115,Miguel Hidalgo,Apartment,Entire home/apt,6,1404,1,1125,2,4,strict_14_with_grace_period,28,10
30327037,227738525,Benito Juarez,Apartment,Private room,2,204,1,1125,1,2,flexible,17,10
30337788,105371452,Cuauhtemoc,Apartment,Entire home/apt,4,789,2,1125,2,2,flexible,34,10
30338437,49505532,Benito Juarez,Apartment,Private room,3,408,2,90,1,2,moderate,8,10
30341250,227680859,Xochimilco,House,Entire home/apt,2,2858,1,2,0,1,flexible,0,
30341652,227726813,Iztapalapa,House,Private room,1,293,2,30,1,1,moderate,1,10
30343505,227726813,Iztapalapa,House,Private room,1,203,2,30,1,1,flexible,1,10
30344486,227828415,Tlalpan,Condominium,Private room,2,359,1,1125,1,1,flexible,19,10
30344556,147680463,Cuauhtemoc,Apartment,Entire home/apt,4,1246,1,15,2,3,flexible,13,10
30344774,67359153,Benito Juarez,Apartment,Private room,3,228,2,30,1,1,flexible,42,10
30344859,2841926,Cuauhtemoc,Apartment,Entire home/apt,4,429,5,31,2,2,strict_14_with_grace_period,5,10
30345680,227853558,Gustavo A. Madero,Apartment,Entire home/apt,2,1246,1,1125,1,1,strict_14_with_grace_period,0,
30345744,103595390,Alvaro Obregon,Guest suite,Private room,2,408,1,15,1,1,flexible,1,8
30345929,227850132,Tlalpan,House,Private room,2,205,2,200,1,1,strict_14_with_grace_period,7,10
30347929,30432632,Cuauhtemoc,Apartment,Entire home/apt,4,2808,2,1125,2,2,moderate,5,8
30348744,220269121,Cuauhtemoc,Apartment,Private room,2,408,1,1125,1,1,flexible,82,10
30349415,52264626,Alvaro Obregon,Bed and breakfast,Private room,2,456,1,1125,0,2,flexible,0,
30351028,214125018,Gustavo A. Madero,Apartment,Entire home/apt,4,495,1,1125,1,2,flexible,110,10
30351174,36480962,Cuajimalpa de Morelos,Loft,Entire home/apt,3,657,1,1125,0,2,moderate,29,10
30353058,48259354,Cuauhtemoc,Apartment,Entire home/apt,2,1472,1,1125,1,1,moderate,11,10
30353166,51347227,Cuauhtemoc,Apartment,Private room,1,498,3,200,1,1,flexible,6,10
30353303,171894446,Miguel Hidalgo,House,Entire home/apt,2,453,3,1125,1,1,flexible,24,10
30353580,104400812,Miguel Hidalgo,Apartment,Entire home/apt,4,1811,2,1125,3,4,flexible,23,10
30354048,9988682,Miguel Hidalgo,Apartment,Entire home/apt,6,8989,2,62,3,4,strict_14_with_grace_period,59,10
30354416,224418378,Coyoacan,Apartment,Private room,5,1811,2,1125,2,3,moderate,2,10
30355386,227930351,Benito Juarez,Apartment,Entire home/apt,4,792,1,1125,1,1,flexible,180,10
30355571,224418378,Coyoacan,Apartment,Entire home/apt,2,1367,2,1125,1,1,moderate,0,
30369829,30380754,Iztacalco,Apartment,Entire home/apt,2,495,1,7,1,1,flexible,30,10
30370834,30153376,Miguel Hidalgo,Loft,Entire home/apt,2,996,5,30,0,1,flexible,2,10
30371553,218296340,Benito Juarez,Apartment,Entire home/apt,5,4102,1,1125,4,1,flexible,0,
30375457,127196734,Benito Juarez,Apartment,Entire home/apt,5,906,3,1125,2,4,moderate,34,10
30376653,3114705,Cuauhtemoc,Loft,Entire home/apt,2,1495,120,180,1,1,flexible,1,10
30376994,160861999,Miguel Hidalgo,Condominium,Private room,3,498,1,360,1,1,flexible,65,10
30378397,228133279,Cuauhtemoc,Apartment,Private room,1,293,3,1125,1,1,flexible,10,10
30379847,30127506,Coyoacan,House,Private room,1,319,2,30,1,1,flexible,36,10
30391733,34454622,Cuauhtemoc,Apartment,Entire home/apt,6,2197,2,7,3,3,flexible,2,10
30393815,15219834,Miguel Hidalgo,Apartment,Entire home/apt,1,672,2,1125,1,1,flexible,24,10
30397221,228250101,Benito Juarez,Apartment,Entire home/apt,3,702,2,1125,2,2,flexible,9,10
30401118,9622140,Cuauhtemoc,Apartment,Private room,1,519,10,365,1,1,moderate,12,10
30401237,85226254,Cuauhtemoc,Apartment,Private room,2,1291,3,15,1,1,moderate,1,10
30401478,56376555,Cuauhtemoc,Apartment,Entire home/apt,4,815,1,90,1,2,flexible,26,10
30401670,24471266,Cuauhtemoc,Apartment,Entire home/apt,4,1110,4,25,2,2,flexible,2,10
30402355,228284974,Benito Juarez,Guest suite,Private room,1,273,1,60,1,1,flexible,30,10
30402581,207658931,Alvaro Obregon,Apartment,Private room,1,294,2,1125,1,1,flexible,11,10
30402722,7124854,Cuauhtemoc,Condominium,Private room,2,408,2,31,1,1,flexible,6,10
30403119,28628593,Cuauhtemoc,Apartment,Private room,2,453,1,1125,1,1,moderate,35,10
30403510,28628593,Cuauhtemoc,Apartment,Private room,2,294,1,1125,1,1,moderate,25,10
30405048,26085193,Miguel Hidalgo,Condominium,Entire home/apt,3,722,3,1125,2,2,flexible,3,9
30406347,3538630,Cuauhtemoc,Apartment,Entire home/apt,7,1246,1,1125,3,4,flexible,4,10
30407265,227981786,Cuauhtemoc,Apartment,Private room,1,566,3,1125,1,1,moderate,6,10
30415279,28628593,Cuauhtemoc,Apartment,Private room,2,204,1,1125,1,1,moderate,29,10
30415722,28628593,Cuauhtemoc,Apartment,Private room,2,294,1,1125,1,1,moderate,38,10
30419304,3115595,Benito Juarez,Apartment,Private room,2,453,1,1125,1,1,strict_14_with_grace_period,26,9
30424032,675332,Coyoacan,Guest suite,Private room,2,408,5,365,1,1,moderate,5,10
30424214,21487566,Miguel Hidalgo,Apartment,Entire home/apt,6,1585,1,1125,3,3,moderate,0,
30424990,43542050,Cuauhtemoc,Loft,Entire home/apt,2,1246,5,60,1,1,strict_14_with_grace_period,30,10
30425532,181969388,Benito Juarez,Loft,Entire home/apt,4,1494,1,15,1,3,flexible,0,
30425577,3442596,Tlalpan,House,Private room,1,360,3,1125,1,1,strict_14_with_grace_period,0,
30425776,20957122,Cuauhtemoc,Apartment,Private room,2,430,2,28,1,1,moderate,6,10
30426124,128993582,Tlalpan,Cabin,Private room,2,1457,1,1125,1,1,flexible,8,10
30426629,228441699,Miguel Hidalgo,Apartment,Private room,2,634,1,34,1,1,strict_14_with_grace_period,45,10
30427777,154230693,Cuauhtemoc,Guest suite,Private room,1,589,1,1125,0,1,strict_14_with_grace_period,6,10
30429792,228306830,Cuauhtemoc,Apartment,Private room,3,430,2,1125,1,1,flexible,9,10
30437375,7307520,Gustavo A. Madero,House,Private room,2,203,1,1125,1,2,flexible,23,10
30437834,24427187,Benito Juarez,Apartment,Entire home/apt,4,815,4,1125,2,3,flexible,6,9
30439429,44755739,Benito Juarez,Apartment,Entire home/apt,2,843,2,1125,1,1,moderate,5,10
30443503,228574682,Tlalpan,Apartment,Entire home/apt,2,657,1,15,2,2,moderate,48,10
30446277,24987891,Cuauhtemoc,Apartment,Entire home/apt,4,1404,2,1125,1,1,flexible,7,10
30447261,228557201,Iztacalco,Casa particular (Cuba),Private room,2,180,1,7,1,1,flexible,1,10
30448563,24987891,Cuauhtemoc,Apartment,Entire home/apt,4,1404,2,1125,1,1,flexible,20,10
30450869,144205907,Cuauhtemoc,Apartment,Private room,1,340,5,40,1,0,flexible,6,10
30451905,213600139,Venustiano Carranza,Apartment,Entire home/apt,9,1322,1,30,3,6,flexible,97,10
30452635,213600139,Venustiano Carranza,Apartment,Entire home/apt,8,1193,1,30,3,5,flexible,58,10
30458536,73194914,Benito Juarez,Condominium,Entire home/apt,2,725,2,90,1,1,moderate,3,10
30468140,5343519,Cuauhtemoc,Apartment,Entire home/apt,4,1200,2,1125,1,1,flexible,5,10
30469181,102642865,Benito Juarez,House,Private room,2,860,2,1125,1,1,flexible,38,10
30469885,228762164,Cuauhtemoc,House,Private room,1,408,1,32,1,1,strict_14_with_grace_period,34,10
30470452,12581631,Benito Juarez,House,Private room,2,296,28,800,1,2,flexible,1,
30477255,228781372,Coyoacan,House,Private room,4,362,1,7,1,2,flexible,50,10
30477612,218123143,Cuauhtemoc,Condominium,Entire home/apt,2,1132,2,1125,2,2,strict_14_with_grace_period,1,10
30478274,202150877,Iztapalapa,Apartment,Shared room,2,605,1,30,1,1,flexible,0,
30479041,206104309,Venustiano Carranza,House,Private room,2,293,2,1125,0,1,flexible,18,10
30487648,55691734,Cuauhtemoc,Apartment,Entire home/apt,3,861,1,14,1,1,flexible,53,10
30492222,102643300,Cuauhtemoc,Apartment,Entire home/apt,4,1019,28,90,2,2,moderate,24,10
30493697,31576052,Benito Juarez,Loft,Shared room,2,498,1,1125,1,2,flexible,4,10
30494614,225655104,Cuauhtemoc,House,Private room,2,589,2,2,0,1,flexible,0,
30496078,9988682,Miguel Hidalgo,Apartment,Entire home/apt,5,2507,2,62,3,3,strict_14_with_grace_period,60,10
30498940,208095008,Milpa Alta,House,Private room,3,359,1,15,1,2,flexible,2,9
30499478,24381102,Cuauhtemoc,House,Private room,2,589,14,370,1,1,strict_14_with_grace_period,8,9
30502604,165528303,Cuauhtemoc,Apartment,Entire home/apt,5,925,1,1125,2,5,flexible,120,9
30502975,228780968,Cuajimalpa de Morelos,Apartment,Entire home/apt,2,996,2,20,1,1,flexible,2,10
30506231,101363690,Cuauhtemoc,Apartment,Entire home/apt,4,679,15,1125,1,1,moderate,17,10
30507098,133411913,Cuauhtemoc,Apartment,Entire home/apt,2,1064,2,1125,1,1,moderate,24,10
30507882,223240370,Cuauhtemoc,Guest suite,Entire home/apt,2,857,3,90,1,1,moderate,32,10
30508645,83414920,Cuauhtemoc,Apartment,Entire home/apt,4,1699,1,1125,2,2,flexible,0,
30509370,26921335,Benito Juarez,Apartment,Entire home/apt,5,451,3,1125,2,2,moderate,1,
30509401,72969330,Cuauhtemoc,Apartment,Entire home/apt,4,2536,1,364,2,2,moderate,32,9
30510896,48806455,Benito Juarez,Apartment,Entire home/apt,6,702,1,30,2,2,flexible,36,10
30510937,100919179,Tlalpan,Apartment,Entire home/apt,6,1155,2,1125,3,5,moderate,32,10
30511049,100944086,Benito Juarez,Apartment,Private room,1,702,1,1125,0,1,flexible,0,
30511182,227834887,Miguel Hidalgo,Condominium,Private room,2,793,2,30,1,1,flexible,0,
30512143,228977971,Benito Juarez,Apartment,Private room,1,340,1,1125,1,1,flexible,12,10
30512238,173089758,Benito Juarez,Apartment,Private room,2,226,7,90,1,1,moderate,6,9
30512284,122540800,Benito Juarez,Dorm,Shared room,2,792,1,1125,1,1,moderate,1,
30513026,130639325,Cuauhtemoc,Apartment,Entire home/apt,4,2819,2,30,2,3,strict_14_with_grace_period,47,10
30523601,88503281,Benito Juarez,Apartment,Private room,2,340,1,1125,1,1,flexible,0,
30523690,2281290,Benito Juarez,Loft,Entire home/apt,2,634,2,1125,0,1,moderate,34,9
30526961,229069665,Cuajimalpa de Morelos,Apartment,Entire home/apt,2,843,2,1125,1,1,strict_14_with_grace_period,19,10
30529209,185238567,Cuauhtemoc,Loft,Entire home/apt,2,996,2,1125,1,1,moderate,102,9
30530535,49125312,Cuauhtemoc,Apartment,Entire home/apt,4,1358,3,1125,2,2,strict_14_with_grace_period,23,10
30531081,42700394,Cuauhtemoc,Apartment,Entire home/apt,5,634,1,1000,1,3,strict_14_with_grace_period,22,10
30531511,229100085,Miguel Hidalgo,Apartment,Entire home/apt,8,928,2,1125,3,5,moderate,32,10
30532307,229105621,Cuauhtemoc,Apartment,Entire home/apt,3,996,2,1125,1,1,flexible,39,10
30532968,12213232,Miguel Hidalgo,Apartment,Private room,2,429,1,21,1,1,flexible,2,10
30535165,228397232,Miguel Hidalgo,Apartment,Entire home/apt,4,1800,2,1125,2,2,flexible,67,10
30537145,229133645,Benito Juarez,Loft,Private room,1,205,3,29,1,1,flexible,0,
30537235,229134231,Miguel Hidalgo,Apartment,Entire home/apt,5,1064,6,1125,2,2,moderate,41,9
30537467,158075718,Miguel Hidalgo,Condominium,Entire home/apt,4,1308,1,1125,2,2,strict_14_with_grace_period,28,9
30539569,112562525,Miguel Hidalgo,Condominium,Private room,2,4620,1,15,0,1,flexible,0,
30539739,205254000,Benito Juarez,Apartment,Private room,2,592,1,30,3,1,moderate,16,9
30541193,229162583,Cuauhtemoc,Apartment,Entire home/apt,2,611,2,35,1,1,moderate,69,10
30541361,105748894,Cuauhtemoc,Apartment,Entire home/apt,4,1495,2,1125,2,2,moderate,50,10
30542402,229171847,Coyoacan,House,Private room,4,498,1,1125,1,1,flexible,14,10
30546491,1739774,Miguel Hidalgo,House,Private room,2,990,1,1125,3,3,flexible,0,
30556427,65971696,Miguel Hidalgo,Apartment,Private room,2,453,2,1125,1,1,flexible,8,10
30556771,72969330,Cuauhtemoc,Apartment,Entire home/apt,2,1993,1,364,1,1,moderate,35,10
30557079,123524644,Coyoacan,Condominium,Private room,2,251,30,180,1,1,moderate,2,10
30559286,214005065,Coyoacan,Guest suite,Private room,2,521,2,15,1,1,moderate,38,10
30559872,50865364,Benito Juarez,Apartment,Entire home/apt,6,657,2,62,2,4,moderate,65,10
30561447,10306143,Miguel Hidalgo,House,Private room,1,385,15,1000,1,1,strict_14_with_grace_period,1,10
30563492,23536169,Cuauhtemoc,Condominium,Entire home/apt,4,951,3,29,2,2,moderate,89,10
30565012,229305745,Coyoacan,Guest suite,Entire home/apt,2,495,2,1125,1,1,flexible,31,10
30569816,57820861,Benito Juarez,Apartment,Private room,2,657,2,1125,0,2,moderate,0,
30570600,172929621,Venustiano Carranza,Apartment,Private room,2,228,3,12,1,1,flexible,1,10
30583594,19234273,Cuauhtemoc,Apartment,Entire home/apt,6,3193,2,31,2,2,strict_14_with_grace_period,5,10
30585163,73784206,Benito Juarez,Apartment,Private room,2,249,2,30,1,1,flexible,1,10
30585856,139669378,Benito Juarez,Condominium,Private room,1,204,3,7,1,1,flexible,0,
30586209,229434849,Miguel Hidalgo,Guest suite,Entire home/apt,2,996,1,1125,1,1,flexible,4,10
30586841,48717020,Tlalpan,House,Private room,1,498,1,1125,1,1,moderate,2,10
30589024,215568215,Cuauhtemoc,Apartment,Entire home/apt,4,906,3,500,2,2,moderate,10,10
30589152,36166922,Cuauhtemoc,Apartment,Entire home/apt,2,1585,2,1125,1,1,flexible,45,10
30589685,229458612,Cuauhtemoc,Apartment,Entire home/apt,2,1359,2,12,1,1,moderate,29,10
30589935,132880186,Miguel Hidalgo,Apartment,Private room,2,342,1,1125,1,1,moderate,46,10
30590473,3538630,Cuauhtemoc,Apartment,Private room,2,406,1,1125,1,1,flexible,17,10
30590730,147970045,Coyoacan,House,Private room,2,589,1,1125,1,1,flexible,0,
30593315,160900733,Cuauhtemoc,Apartment,Entire home/apt,4,860,2,1125,2,2,flexible,77,10
30594389,168932142,Tlalpan,House,Private room,4,990,2,1125,1,2,flexible,0,
30641909,111463742,Cuauhtemoc,Apartment,Entire home/apt,3,906,2,1125,1,1,flexible,4,9
30652793,140568101,Gustavo A. Madero,Apartment,Private room,1,293,7,1125,1,1,flexible,0,
30671659,124157564,Cuauhtemoc,Apartment,Entire home/apt,8,1902,2,1125,3,4,strict_14_with_grace_period,46,10
30675019,145872802,Cuauhtemoc,Apartment,Entire home/apt,5,2401,3,1125,2,3,strict_14_with_grace_period,35,10
30675445,97457747,Cuauhtemoc,Apartment,Entire home/apt,6,11323,28,1125,3,4,moderate,0,
30675613,204581178,Cuauhtemoc,Apartment,Entire home/apt,4,861,1,3,2,2,flexible,1,8
30676700,229620854,Miguel Hidalgo,Apartment,Entire home/apt,3,1585,1,365,1,4,moderate,28,10
30676951,7307520,Gustavo A. Madero,House,Private room,2,203,1,1125,1,2,flexible,17,10
30678119,229631870,Coyoacan,Condominium,Private room,1,204,15,1125,1,1,flexible,5,10
30678390,200835498,Cuauhtemoc,Condominium,Entire home/apt,5,501,1,30,2,3,moderate,36,9
30678736,186934397,Tlalpan,Apartment,Entire home/apt,2,405,1,1125,1,1,strict_14_with_grace_period,107,10
30686733,229305554,Iztacalco,Apartment,Entire home/apt,5,706,5,1125,2,3,flexible,0,
30687792,158988002,Cuauhtemoc,Loft,Entire home/apt,4,498,2,30,1,2,flexible,71,10
30689393,149881670,Gustavo A. Madero,Apartment,Private room,2,359,1,1125,1,1,flexible,35,10
30690249,36166922,Cuauhtemoc,Serviced apartment,Entire home/apt,2,1585,2,1125,1,0,flexible,36,10
30690532,63677292,Cuauhtemoc,House,Private room,2,589,1,1125,1,0,moderate,2,10
30691524,229730619,Venustiano Carranza,Apartment,Entire home/apt,2,498,1,4,1,2,flexible,11,10
30693536,181652382,Tlalpan,Apartment,Entire home/apt,5,765,3,1125,2,4,flexible,16,10
30693651,130746699,Tlalpan,Apartment,Private room,1,657,3,1125,1,1,flexible,1,10
30693922,43008375,Miguel Hidalgo,Apartment,Entire home/apt,2,951,6,1125,1,2,strict_14_with_grace_period,6,10
30694058,171894446,Miguel Hidalgo,House,Entire home/apt,2,496,3,1125,1,1,flexible,18,10
30694560,171894446,Miguel Hidalgo,House,Entire home/apt,1,430,3,1125,1,1,flexible,14,10
30694791,229460199,Benito Juarez,Apartment,Private room,1,205,1,1125,1,1,flexible,31,9
30696382,213438266,Benito Juarez,Apartment,Entire home/apt,2,747,1,1125,1,1,flexible,62,10
30697022,165046089,Cuauhtemoc,Apartment,Entire home/apt,5,1381,1,1125,3,3,flexible,50,10
30697115,124321147,Alvaro Obregon,Dorm,Private room,4,798,2,2,4,3,flexible,1,6
30704002,127345689,Benito Juarez,Apartment,Shared room,1,338,1,5,1,1,flexible,1,
30704885,127345689,Benito Juarez,Apartment,Shared room,1,408,1,1125,1,1,flexible,0,
30705343,2430320,Cuauhtemoc,Apartment,Entire home/apt,1,1585,1,600,1,2,strict_14_with_grace_period,7,9
30707601,112562525,Miguel Hidalgo,Condominium,Private room,2,1993,1,15,0,1,flexible,0,
30707845,11524397,Cuauhtemoc,Apartment,Private room,2,770,2,30,1,1,moderate,25,10
30712032,2136567,Benito Juarez,Guest suite,Entire home/apt,2,543,2,60,1,1,strict_14_with_grace_period,58,10
30715100,55133837,Cuajimalpa de Morelos,Apartment,Entire home/apt,4,1398,1,1125,1,2,flexible,20,10
30716359,229920972,Miguel Hidalgo,Apartment,Private room,1,408,1,1125,1,1,flexible,2,8
30716450,52449189,Alvaro Obregon,House,Private room,2,706,2,30,1,1,strict_14_with_grace_period,0,
30716816,68151741,Cuauhtemoc,Loft,Entire home/apt,4,1132,2,31,1,3,moderate,67,9
30718216,97646363,Iztacalco,Apartment,Entire home/apt,4,653,1,1125,2,3,moderate,28,10
30720271,15424751,Cuajimalpa de Morelos,Cabin,Private room,10,672,1,30,3,5,strict_14_with_grace_period,5,10
30726699,199904607,Benito Juarez,Apartment,Private room,1,408,3,7,0,1,flexible,0,
30728901,128993582,Tlalpan,Cabin,Private room,6,3407,1,1125,3,4,flexible,0,
30729638,207181572,Tlalpan,Apartment,Entire home/apt,6,2689,1,1125,3,3,flexible,2,10
30732313,94124111,Cuauhtemoc,Apartment,Private room,3,385,2,30,1,2,strict_14_with_grace_period,32,10
30733469,230027501,Iztapalapa,House,Entire home/apt,1,293,5,7,1,1,flexible,0,
30734316,212556153,Cuauhtemoc,Apartment,Private room,2,543,3,1125,1,1,flexible,24,10
30734894,230034141,Miguel Hidalgo,Apartment,Entire home/apt,2,1504,2,15,1,1,flexible,2,10
30735543,69186413,Miguel Hidalgo,Condominium,Entire home/apt,8,5660,3,1124,3,4,strict_14_with_grace_period,4,10
30736474,38618115,Coyoacan,House,Entire home/apt,6,1404,5,30,3,4,flexible,22,10
30739397,81135760,Cuauhtemoc,Apartment,Private room,1,408,2,1125,1,1,flexible,15,10
30740966,230064367,Cuauhtemoc,Apartment,Private room,2,365,2,1125,1,2,flexible,1,10
30742130,27841247,Miguel Hidalgo,Apartment,Entire home/apt,9,2391,1,1125,3,4,strict_14_with_grace_period,57,9
30744303,219731180,Cuauhtemoc,Apartment,Private room,1,340,1,1125,1,1,moderate,20,10
30744515,219731180,Cuauhtemoc,Apartment,Private room,3,475,1,1125,1,1,moderate,28,10
30744525,48259354,Cuauhtemoc,Apartment,Entire home/apt,2,1472,2,1125,1,1,flexible,25,10
30744835,219731180,Cuauhtemoc,Apartment,Private room,3,475,1,1125,1,2,moderate,62,10
30745022,219731180,Cuauhtemoc,Apartment,Private room,2,385,1,1125,1,1,moderate,40,9
30745039,161365734,Tlalpan,House,Entire home/apt,8,4008,1,30,3,3,flexible,0,
30745290,97163366,Benito Juarez,Apartment,Shared room,4,1336,1,1125,1,1,flexible,0,
30745673,182901563,Miguel Hidalgo,Apartment,Private room,1,340,3,1125,1,1,flexible,0,
30746110,228557201,Iztacalco,Apartment,Private room,2,203,1,7,1,1,flexible,3,10
30747387,44603483,Benito Juarez,Apartment,Private room,2,4011,1,20,1,1,flexible,1,10
30748670,4296667,Cuauhtemoc,House,Entire home/apt,8,3782,1,1125,4,5,strict_14_with_grace_period,90,10
30748963,22654764,Miguel Hidalgo,Condominium,Entire home/apt,4,4529,1,1125,2,1,flexible,0,
30749904,114266092,Miguel Hidalgo,Condominium,Private room,1,589,3,15,1,1,flexible,0,
30751377,230123121,Xochimilco,Apartment,Private room,2,249,1,1125,1,1,flexible,0,
30752906,205265986,Coyoacan,Apartment,Private room,3,543,3,1125,1,2,flexible,0,
30753111,164186956,Cuauhtemoc,Apartment,Private room,2,657,1,1125,1,1,flexible,126,10
30761663,220730095,Benito Juarez,Apartment,Private room,2,340,18,1125,1,1,flexible,5,10
30762562,50990486,Miguel Hidalgo,House,Entire home/apt,2,2005,3,8,1,1,flexible,0,
30762993,112562525,Miguel Hidalgo,Condominium,Private room,2,1993,1,15,0,1,flexible,0,
30765315,158075718,Miguel Hidalgo,Condominium,Entire home/apt,4,1003,1,1125,2,2,strict_14_with_grace_period,21,10
30765617,230197895,Miguel Hidalgo,Hotel,Private room,1,2264,1,1,1,1,strict_14_with_grace_period,1,10
30765984,230208582,Coyoacan,House,Entire home/apt,4,1125,2,30,2,2,flexible,44,10
30766250,230197895,Miguel Hidalgo,Hotel,Private room,2,2255,1,1,1,1,strict_14_with_grace_period,0,
30766498,230197895,Miguel Hidalgo,Hotel,Private room,2,2264,1,1,1,1,strict_14_with_grace_period,0,
30766600,230197895,Miguel Hidalgo,Hotel,Private room,1,2264,1,1,1,1,strict_14_with_grace_period,0,
30768613,128783972,Cuauhtemoc,Apartment,Private room,1,925,3,1125,2,3,moderate,13,10
30769482,50086460,Cuauhtemoc,Tiny house,Private room,1,453,1,1125,0,1,flexible,0,
30771067,230175285,Tlalpan,House,Private room,4,589,7,180,2,2,flexible,0,
30771124,137377215,Benito Juarez,Apartment,Entire home/apt,5,793,1,1125,2,3,strict_14_with_grace_period,43,10
30771837,168432036,Cuauhtemoc,Apartment,Entire home/apt,4,1540,2,30,2,2,flexible,69,10
30771926,222689766,Cuauhtemoc,Condominium,Private room,1,495,3,1125,1,1,flexible,1,
30772890,5539080,Benito Juarez,Apartment,Entire home/apt,4,1200,5,1125,1,2,moderate,14,10
30787453,9051574,Alvaro Obregon,Apartment,Entire home/apt,4,861,2,1125,2,2,strict_14_with_grace_period,5,10
30789305,179353897,Miguel Hidalgo,Apartment,Entire home/apt,5,1608,5,21,2,3,flexible,22,10
