CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
18,1117,27,40183,4,1,"	02","	048","	00526",2,2,60,7,11,1957,7,3,3,,,"	01",1898,
18,1117,27,40183,4,1,"	01","	048","	00526",1,1,66,16,10,1951,7,5,3,1,,"	01",1898,5694
18,1117,27,40194,4,1,"	05","	048","	00527",3,1,7,12,6,2010,2,1,,,,"	01",1851,
18,1117,27,40194,5,1,"	05","	048","	00527",3,2,3,11,3,2014,,,,,,"	01",1851,
18,1117,27,40194,4,1,"	01","	048","	00527",1,2,43,9,12,1973,9,2,4,,,"	01",1851,
18,1117,27,40194,2,1,"	01","	048","	00527",1,1,43,15,4,1974,9,2,4,1,,"	01",1851,1851
18,1117,27,40194,4,1,"	02","	048","	00527",4,1,75,14,4,1942,2,6,,,,"	01",1851,
18,1117,27,40194,5,1,"	04","	048","	00527",3,2,12,28,5,2005,2,6,,,,"	01",1851,
18,1117,27,40194,5,1,"	03","	048","	00527",3,2,14,5,9,2003,3,2,,,,"	01",1851,
18,1117,27,40194,4,1,"	06","	048","	00527",4,2,40,8,7,1977,9,1,4,1,,"	01",1851,5553
18,1117,27,40194,3,1,"	02","	048","	00527",2,2,47,19,3,1970,6,4,3,1,,"	01",1851,3702
18,1117,27,40194,3,1,"	01","	048","	00527",1,1,50,16,10,1967,4,3,,,1,"	01",1851,
18,1117,27,40194,4,1,"	03","	048","	00527",4,1,17,28,7,2000,4,2,,,,"	01",1851,
18,1117,27,40194,4,1,"	04","	048","	00527",3,1,9,22,3,2008,2,3,,,,"	01",1851,
18,1117,27,40194,5,1,"	02","	048","	00527",2,2,31,20,2,1986,4,3,,1,,"	01",1851,3702
18,1117,27,40194,5,1,"	01","	048","	00527",1,1,40,11,11,1977,7,5,3,,,"	01",1851,
18,1117,27,40196,5,1,"	03","	048","	00528",3,2,25,31,3,1992,7,5,3,,,"	01",1623,
18,1117,27,40196,1,1,"	01","	048","	00528",1,1,65,26,1,1952,9,3,4,,,"	01",1623,
18,1117,27,40196,3,1,"	03","	048","	00528",3,2,4,10,7,2013,,,,,,"	03",,
18,1117,27,40196,3,1,"	04","	048","	00528",3,1,3,30,7,2014,,,,,,"	03",,
18,1117,27,40196,2,1,"	01","	048","	00528",1,1,60,23,5,1957,7,5,3,,,"	01",1623,
18,1117,27,40196,2,1,"	02","	048","	00528",3,1,30,22,6,1987,7,5,3,1,,"	01",1623,3246
18,1117,27,40196,3,1,"	01","	048","	00528",1,1,52,13,3,1965,7,6,3,,,"	03",,
18,1117,27,40196,3,1,"	02","	048","	00528",2,2,42,20,9,1975,7,5,3,1,,"	03",,
18,1117,27,40196,5,1,"	02","	048","	00528",2,2,47,9,1,1970,6,3,2,,,"	01",1623,
18,1117,27,40196,5,1,"	01","	048","	00528",1,1,62,10,7,1955,7,5,3,,,"	01",1623,
18,1117,27,40196,4,1,"	02","	048","	00528",2,2,58,22,8,1959,3,3,,1,,"	01",1623,3246
18,1117,27,40196,4,1,"	01","	048","	00528",1,1,63,10,6,1954,7,5,3,,,"	01",1623,
18,1117,27,40196,1,1,"	06","	048","	00528",3,2,10,7,3,2007,2,4,,,,"	01",1623,
18,1117,27,40196,1,1,"	05","	048","	00528",3,2,33,7,6,1984,7,5,3,1,,"	01",1623,8115
18,1117,27,40196,1,1,"	04","	048","	00528",3,2,35,7,11,1982,7,5,3,,,"	01",1623,
18,1117,27,40196,1,1,"	03","	048","	00528",3,2,38,6,10,1979,7,5,3,,,"	01",1623,
18,1117,27,40196,1,1,"	02","	048","	00528",2,2,63,9,9,1954,4,2,,,,"	01",1623,
18,1117,27,40196,5,1,"	04","	048","	00528",3,2,24,13,4,1993,7,5,3,1,,"	01",1623,6492
18,1117,27,40200,3,1,"	01","	046","	00529",1,1,66,10,1,1951,3,3,,1,,"	01",1791,1791
18,1117,27,40200,5,1,"	01","	046","	00529",1,1,33,20,9,1984,3,3,,1,,"	01",1791,3582
18,1117,27,40200,1,1,"	02","	046","	00529",2,2,72,19,3,1945,2,6,,1,,"	01",1791,3582
18,1117,27,40200,2,1,"	01","	046","	00529",1,1,22,3,3,1995,7,3,3,,,"	01",1791,
18,1117,27,40200,2,1,"	02","	046","	00529",2,2,18,18,3,1999,3,3,,1,,"	01",1791,3582
18,1117,27,40200,1,1,"	01","	046","	00529",1,1,79,7,10,1938,4,3,,,,"	01",1791,
18,1117,27,40200,4,1,"	01","	046","	00529",1,2,40,8,11,1977,4,2,,1,,"	01",1791,1791
18,1117,27,40200,4,1,"	02","	046","	00529",3,1,15,11,7,2002,3,2,,,,"	01",1791,
18,1117,27,40200,5,1,"	02","	046","	00529",2,2,36,18,4,1981,7,4,3,,,"	01",1791,
18,1117,27,40200,5,1,"	03","	046","	00529",3,1,15,20,9,2002,3,2,,,,"	01",1791,
18,1117,27,40200,5,1,"	04","	046","	00529",3,2,11,10,10,2006,2,6,,,,"	01",1791,
18,1117,27,40200,2,1,"	03","	046","	00529",3,1,,8,11,2017,,,,,,"	01",1791,
18,1117,27,40252,3,1,"	01","	046","	00530",1,1,41,6,4,1976,4,3,,1,,"	01",1112,2224
18,1117,27,40252,3,1,"	02","	046","	00530",2,2,39,24,3,1978,3,3,,,,"	01",1112,
18,1117,27,40252,3,1,"	03","	046","	00530",3,1,13,17,11,2003,3,2,,,,"	01",1112,
18,1117,27,40252,3,1,"	04","	046","	00530",3,1,9,13,9,2008,2,3,,,,"	01",1112,
18,1117,27,40252,1,1,"	01","	046","	00530",1,2,58,16,7,1959,,,,1,,"	01",1112,2224
18,1117,27,40252,1,1,"	02","	046","	00530",3,1,43,11,6,1974,,,,,,"	01",1112,
18,1117,27,40252,2,1,"	01","	046","	00530",1,1,38,23,11,1978,3,3,,1,,"	01",1112,2224
18,1117,27,40252,2,1,"	02","	046","	00530",2,2,37,20,6,1980,3,3,,,,"	01",1112,
18,1117,27,40252,2,1,"	03","	046","	00530",3,2,9,10,6,2008,2,3,,,,"	01",1112,
18,1117,27,40252,2,1,"	04","	046","	00530",3,1,8,29,10,2009,2,2,,,,"	01",1112,
18,1117,27,40252,2,1,"	05","	046","	00530",3,2,2,23,1,2015,,,,,,"	01",1112,
18,1117,27,40258,2,1,"	01","	046","	00531",1,1,41,8,11,1976,4,3,,,,"	01",1552,
18,1117,27,40258,4,1,"	05","	046","	00531",3,2,8,4,2,2009,2,2,,,,"	01",1552,
18,1117,27,40258,2,1,"	03","	046","	00531",3,1,18,8,11,1999,4,3,,1,,"	01",1552,4656
18,1117,27,40258,2,1,"	04","	046","	00531",3,2,15,15,6,2002,3,3,,,,"	01",1552,
18,1117,27,40258,1,1,"	01","	046","	00531",1,1,29,8,11,1988,3,3,,,,"	01",1552,
18,1117,27,40258,1,1,"	02","	046","	00531",2,2,26,22,6,1991,3,3,,,,"	01",1552,
18,1117,27,40258,1,1,"	03","	046","	00531",4,2,41,8,11,1976,2,4,,,,"	01",1552,
18,1117,27,40258,1,1,"	04","	046","	00531",4,2,21,11,12,1995,2,6,,1,,"	01",1552,6208
18,1117,27,40258,1,1,"	05","	046","	00531",3,2,5,8,11,2012,1,2,,,,"	01",1552,
18,1117,27,40258,1,1,"	06","	046","	00531",3,1,3,8,11,2014,,,,,,"	01",1552,
18,1117,27,40258,2,1,"	02","	046","	00531",2,2,40,8,11,1977,3,3,,,,"	01",1552,
18,1117,27,40258,4,1,"	04","	046","	00531",7,2,14,23,2,2003,3,2,,,,"	01",1552,
18,1117,27,40258,4,1,"	03","	046","	00531",7,1,21,31,12,1995,7,1,3,,,"	01",1552,
18,1117,27,40258,4,1,"	02","	046","	00531",2,2,28,27,6,1989,3,3,,1,,"	01",1552,4656
18,1117,27,40258,4,1,"	01","	046","	00531",1,1,32,2,8,1985,2,6,,,,"	01",1552,
18,1117,27,40258,5,1,"	01","	046","	00531",1,1,42,14,4,1975,3,3,,1,,"	01",1552,1552
18,1117,27,40258,3,1,"	02","	046","	00531",7,2,22,8,11,1995,4,3,,,,"	01",1552,
18,1117,27,40258,3,1,"	01","	046","	00531",1,2,45,8,11,1972,4,3,,1,,"	01",1552,3104
18,1117,27,40288,1,1,"	01","	046","	00532",1,2,47,8,5,1970,4,3,,1,,"	01",1571,3142
18,1117,27,40288,3,1,"	01","	046","	00532",1,1,50,28,8,1967,3,3,,,,"	01",1571,
18,1117,27,40288,2,1,"	01","	046","	00532",1,1,46,7,11,1971,4,3,,,,"	01",1571,
18,1117,27,40288,2,1,"	02","	046","	00532",2,2,37,13,6,1980,6,3,3,1,,"	01",1571,3142
18,1117,27,40288,2,1,"	03","	046","	00532",3,1,17,5,5,2000,4,1,,,,"	01",1571,
18,1117,27,40288,2,1,"	04","	046","	00532",3,1,7,27,8,2010,2,1,,,,"	01",1571,
18,1117,27,40288,2,1,"	05","	046","	00532",3,1,2,19,5,2015,,,,,,"	01",1571,
18,1117,27,40288,1,1,"	03","	046","	00532",3,1,14,23,1,2003,3,2,,,,"	01",1571,
18,1117,27,40288,5,1,"	03","	046","	00532",3,1,17,2,1,2000,4,1,,,,"	01",1571,
18,1117,27,40288,5,1,"	02","	046","	00532",3,1,22,26,4,1995,4,2,,,,"	01",1571,
18,1117,27,40288,5,1,"	01","	046","	00532",1,2,45,7,11,1972,6,3,2,1,,"	01",1571,3142
18,1117,27,40288,4,1,"	03","	046","	00532",3,2,1,6,6,2016,,,,,,"	01",1571,
18,1117,27,40288,4,1,"	02","	046","	00532",2,2,26,23,9,1991,7,3,3,1,,"	01",1571,3142
18,1117,27,40288,4,1,"	01","	046","	00532",1,1,26,7,11,1991,7,3,3,,,"	01",1571,
18,1117,27,40288,3,1,"	02","	046","	00532",2,2,52,30,12,1964,3,3,,1,,"	01",1571,3142
18,1117,27,40288,1,1,"	02","	046","	00532",3,1,20,19,8,1997,7,3,3,,,"	01",1571,
18,1117,27,40312,1,1,"	02","	047","	00533",2,2,62,13,3,1955,,,,,,"	01",1486,
18,1117,27,40312,1,1,"	01","	047","	00533",1,1,64,20,10,1953,3,3,,1,,"	01",1486,4458
18,1117,27,40312,4,1,"	01","	047","	00533",1,2,50,7,3,1967,7,5,3,1,,"	01",1486,1486
18,1117,27,40312,5,1,"	01","	047","	00533",1,1,47,3,6,1970,4,3,,1,,"	01",1486,1486
18,1117,27,40312,1,1,"	03","	047","	00533",7,1,42,9,1,1975,2,6,,,,"	01",1486,
18,1117,27,40354,5,1,"	01","	047","	00534",1,1,34,13,6,1983,4,3,,1,,"	01",1284,2568
18,1117,27,40354,4,1,"	06","	047","	00534",7,2,17,15,6,2000,,,,,,"	01",1284,
18,1117,27,40354,4,1,"	05","	047","	00534",3,2,8,15,10,2009,2,2,,,,"	01",1284,
18,1117,27,40354,2,1,"	01","	047","	00534",1,1,64,23,3,1953,7,5,3,,,"	01",1284,
18,1117,27,40354,2,1,"	02","	047","	00534",2,2,62,12,5,1955,7,3,3,1,,"	01",1284,2568
18,1117,27,40354,3,1,"	01","	047","	00534",1,1,54,31,10,1963,9,3,4,,,"	01",1284,
18,1117,27,40354,3,1,"	02","	047","	00534",2,2,53,17,4,1964,9,3,4,1,,"	01",1284,2568
18,1117,27,40354,4,1,"	01","	047","	00534",1,1,49,25,5,1968,4,3,,,,"	01",1284,
18,1117,27,40354,4,1,"	02","	047","	00534",2,2,41,28,10,1976,6,4,2,1,,"	01",1284,2568
18,1117,27,40354,4,1,"	03","	047","	00534",3,2,17,1,2,2000,4,2,,,,"	01",1284,
18,1117,27,40354,5,1,"	02","	047","	00534",2,2,38,27,5,1979,4,3,,,,"	01",1284,
18,1117,27,40354,5,1,"	03","	047","	00534",3,2,12,1,3,2005,2,6,,,,"	01",1284,
18,1117,27,40354,5,1,"	04","	047","	00534",3,2,11,28,6,2006,2,5,,,,"	01",1284,
18,1117,27,40354,5,1,"	05","	047","	00534",3,1,8,7,1,2009,2,2,,,,"	01",1284,
18,1117,27,40354,4,1,"	04","	047","	00534",3,1,14,23,10,2003,3,2,,,,"	01",1284,
18,1117,27,40354,5,1,"	06","	047","	00534",3,2,16,1,2,2001,3,3,,,,"	01",1284,
18,1117,27,40358,4,1,"	01","	047","	00535",1,1,56,11,7,1961,4,3,,,,"	01",1483,
18,1117,27,40358,2,1,"	04","	047","	00535",3,1,8,6,6,2009,2,2,,,,"	01",1483,
18,1117,27,40358,2,1,"	03","	047","	00535",3,1,19,9,4,1998,4,3,,1,,"	01",1483,4449
18,1117,27,40358,2,1,"	02","	047","	00535",2,2,33,17,1,1984,3,3,,,1,"	01",1483,
18,1117,27,40358,2,1,"	01","	047","	00535",1,1,42,7,11,1975,4,3,,,1,"	01",1483,
18,1117,27,40358,3,1,"	02","	047","	00535",2,2,66,9,11,1951,2,6,,1,,"	01",1483,2966
18,1117,27,40358,3,1,"	01","	047","	00535",1,1,70,9,11,1947,2,6,,,,"	01",1483,
18,1117,27,40358,4,1,"	02","	047","	00535",2,2,53,19,3,1964,3,2,,1,,"	01",1483,2966
18,1117,27,40358,1,1,"	01","	047","	00535",1,1,70,1,5,1947,3,3,,,,"	01",1483,
18,1117,27,40358,1,1,"	02","	047","	00535",2,2,63,3,12,1953,2,6,,1,,"	01",1483,2966
18,1117,27,40386,4,1,"	01","	046","	00536",1,2,31,7,6,1986,7,5,3,1,,"	01",1666,1666
18,1117,27,40386,1,1,"	01","	046","	00536",1,2,78,10,6,1939,2,6,,1,,"	01",1666,3332
18,1117,27,40386,1,1,"	02","	046","	00536",3,2,56,22,12,1960,5,4,2,,,"	01",1666,
18,1117,27,40386,2,1,"	01","	046","	00536",1,1,47,10,12,1969,4,3,,,,"	01",1666,
18,1117,27,40386,2,1,"	02","	046","	00536",2,2,45,16,12,1971,2,6,,1,,"	01",1666,3332
18,1117,27,40386,2,1,"	03","	046","	00536",3,1,17,26,2,2000,4,1,,,,"	01",1666,
18,1117,27,40386,3,1,"	01","	046","	00536",1,1,38,25,6,1979,7,5,3,,1,"	01",1666,
18,1117,27,40386,3,1,"	02","	046","	00536",2,2,36,28,4,1981,7,5,3,1,,"	01",1666,3332
18,1117,27,40386,3,1,"	03","	046","	00536",3,1,7,14,2,2010,2,1,,,,"	01",1666,
18,1117,27,40386,3,1,"	04","	046","	00536",3,1,5,2,10,2012,1,2,,,,"	01",1666,
18,1117,27,40386,3,1,"	05","	046","	00536",3,2,3,23,11,2013,,,,,,"	01",1666,
18,1117,27,40388,5,1,"	01","	046","	00537",1,2,42,10,2,1975,2,6,,,,"	01",1731,
18,1117,27,40388,4,1,"	06","	046","	00537",4,1,26,15,12,1990,7,5,3,,,"	01",1731,
18,1117,27,40388,5,1,"	03","	046","	00537",3,2,14,21,6,2003,3,2,,,,"	01",1731,
18,1117,27,40388,5,1,"	04","	046","	00537",3,1,11,2,6,2006,2,5,,,,"	01",1731,
18,1117,27,40388,5,1,"	05","	046","	00537",4,2,18,7,10,1999,4,3,,1,,"	01",1731,5193
18,1117,27,40388,1,1,"	04","	046","	00537",3,2,16,6,9,2001,4,1,,,,"	01",1731,
18,1117,27,40388,1,1,"	05","	046","	00537",3,2,6,1,12,2010,2,1,,,,"	01",1731,
18,1117,27,40388,1,1,"	06","	046","	00537",7,2,23,11,9,1994,7,4,3,,,"	01",1731,
18,1117,27,40388,2,1,"	01","	046","	00537",1,1,36,21,10,1981,3,3,,1,,"	01",1731,3462
18,1117,27,40388,2,1,"	02","	046","	00537",2,2,34,1,11,1983,3,3,,,,"	01",1731,
18,1117,27,40388,2,1,"	03","	046","	00537",3,2,16,13,7,2001,4,1,,,,"	01",1731,
18,1117,27,40388,2,1,"	04","	046","	00537",3,1,10,12,4,2007,2,4,,,,"	01",1731,
18,1117,27,40388,3,1,"	01","	046","	00537",1,1,31,18,8,1986,4,3,,1,,"	01",1731,1731
18,1117,27,40388,3,1,"	02","	046","	00537",3,1,8,19,2,2009,2,2,,,,"	01",1731,
18,1117,27,40388,1,1,"	01","	046","	00537",1,1,41,23,9,1976,3,3,,,,"	01",1731,
18,1117,27,40388,1,1,"	02","	046","	00537",2,2,39,1,10,1978,3,2,,1,,"	01",1731,6924
18,1117,27,40388,1,1,"	03","	046","	00537",3,1,23,10,10,1994,4,1,,,,"	01",1731,
18,1117,27,40388,4,1,"	01","	046","	00537",1,2,64,2,10,1953,3,3,,,,"	01",1731,
18,1117,27,40388,4,1,"	02","	046","	00537",3,2,45,20,5,1972,7,5,3,1,,"	01",1731,8655
18,1117,27,40388,4,1,"	03","	046","	00537",4,2,23,28,11,1993,7,5,3,,,"	01",1731,
18,1117,27,40388,4,1,"	04","	046","	00537",4,2,13,28,8,2004,3,1,,,,"	01",1731,
18,1117,27,40388,4,1,"	05","	046","	00537",2,1,51,15,12,1965,3,3,,,,"	01",1731,
18,1117,27,40388,5,1,"	02","	046","	00537",3,2,23,13,1,1994,4,3,,,,"	01",1731,
18,1117,27,40412,2,1,"	01","	046","	00538",1,1,46,21,9,1971,7,5,3,,,"	01",1352,
18,1117,27,40412,2,1,"	02","	046","	00538",2,2,39,18,2,1978,7,5,3,1,,"	01",1352,2704
18,1117,27,40412,2,1,"	03","	046","	00538",3,1,17,11,9,2000,4,2,,,,"	01",1352,
18,1117,27,40412,2,1,"	04","	046","	00538",3,1,10,16,1,2007,2,4,,,,"	01",1352,
18,1117,27,40412,5,1,"	01","	046","	00538",1,1,33,31,10,1984,2,6,,,,"	01",1352,
18,1117,27,40412,5,1,"	02","	046","	00538",2,2,28,16,8,1989,3,3,,1,,"	01",1352,2704
18,1117,27,40412,4,1,"	02","	046","	00538",2,2,36,19,2,1981,3,3,,,,"	01",1352,
18,1117,27,40412,3,1,"	01","	046","	00538",1,1,56,4,12,1960,4,3,,,,"	01",1352,
18,1117,27,40412,3,1,"	02","	046","	00538",2,2,54,10,6,1963,3,3,,,,"	01",1352,
18,1117,27,40412,3,1,"	03","	046","	00538",3,1,31,29,8,1986,3,3,,1,,"	01",1352,5408
18,1117,27,40412,3,1,"	04","	046","	00538",3,2,24,5,8,1993,7,5,3,,,"	01",1352,
18,1117,27,40412,4,1,"	03","	046","	00538",3,1,11,4,4,2006,2,6,,,,"	01",1352,
18,1117,27,40412,4,1,"	01","	046","	00538",1,1,42,8,9,1975,2,2,,1,,"	01",1352,2704
18,1117,27,40412,5,1,"	03","	046","	00538",3,1,6,18,12,2010,2,1,,,,"	01",1352,
10,1117,28,40055,2,1,"	01","	025","	00539",1,1,80,10,1,1937,2,3,,,1,"	01",2820,
10,1117,28,40055,3,1,"	02","	025","	00539",3,1,7,12,11,2010,2,1,,,,"	01",2820,
10,1117,28,40055,5,1,"	03","	025","	00539",3,1,25,2,7,1992,7,5,3,1,,"	01",2820,8460
10,1117,28,40055,5,1,"	02","	025","	00539",2,1,48,11,10,1969,7,5,3,,,"	01",2820,
10,1117,28,40055,5,1,"	01","	025","	00539",1,1,45,16,11,1972,7,5,3,,,"	01",2820,
10,1117,28,40055,4,1,"	07","	025","	00539",4,1,,21,2,2017,,,,,,"	01",2820,
10,1117,28,40055,4,1,"	06","	025","	00539",3,1,10,13,3,2007,2,4,,,,"	01",2820,
10,1117,28,40055,4,1,"	05","	025","	00539",3,1,14,20,7,2003,3,1,,,,"	01",2820,
10,1117,28,40055,4,1,"	04","	025","	00539",3,2,17,11,3,2000,4,1,,,,"	01",2820,
10,1117,28,40055,4,1,"	03","	025","	00539",3,2,22,22,12,1994,4,1,,1,,"	01",2820,8460
10,1117,28,40055,4,1,"	02","	025","	00539",2,2,47,6,6,1970,3,3,,,,"	01",2820,
10,1117,28,40055,4,1,"	01","	025","	00539",1,1,46,3,3,1971,3,3,,,,"	01",2820,
10,1117,28,40055,2,1,"	03","	025","	00539",3,1,48,27,8,1969,4,3,,,,"	01",2820,
10,1117,28,40055,1,1,"	01","	025","	00539",1,1,26,17,5,1991,7,5,3,1,,"	01",2820,2820
10,1117,28,40055,3,1,"	01","	025","	00539",1,2,37,10,11,1980,7,1,3,1,,"	01",2820,2820
10,1117,28,40055,2,1,"	02","	025","	00539",2,2,70,30,5,1947,2,3,,1,,"	01",2820,8460
10,1117,28,40082,4,1,"	05","	025","	00540",3,1,11,10,3,2006,2,5,,,,"	01",2623,
10,1117,28,40082,4,1,"	04","	025","	00540",3,1,16,3,7,2001,3,3,,,,"	01",2623,
10,1117,28,40082,4,1,"	03","	025","	00540",3,2,20,15,9,1997,4,3,,,,"	01",2623,
10,1117,28,40082,1,1,"	02","	025","	00540",2,2,51,20,2,1966,3,3,,,,"	01",2623,
10,1117,28,40082,1,1,"	03","	025","	00540",3,2,23,19,8,1994,7,4,3,,,"	01",2623,
10,1117,28,40082,1,1,"	04","	025","	00540",3,1,19,12,6,1998,4,2,,,,"	01",2623,
10,1117,28,40082,1,1,"	01","	025","	00540",1,1,44,29,11,1972,3,3,,1,,"	01",2623,10492
10,1117,28,40082,4,1,"	02","	025","	00540",2,2,43,2,10,1974,4,3,,,,"	01",2623,
10,1117,28,40082,4,1,"	01","	025","	00540",1,1,43,17,11,1973,3,3,,1,,"	01",2623,7869
10,1117,28,40082,3,1,"	01","	025","	00540",1,1,28,21,10,1989,7,5,3,,,"	01",2623,
10,1117,28,40082,5,1,"	01","	025","	00540",1,2,86,8,9,1931,2,2,,1,,"	01",2623,2623
10,1117,28,40082,2,1,"	04","	025","	00540",3,1,5,29,6,2012,1,2,,,,"	01",2623,
10,1117,28,40082,2,1,"	03","	025","	00540",3,1,10,24,3,2007,2,4,,,,"	01",2623,
10,1117,28,40082,3,1,"	02","	025","	00540",4,2,52,12,11,1965,2,6,,1,,"	01",2623,5246
10,1117,28,40082,2,1,"	01","	025","	00540",1,2,28,21,1,1989,4,1,,,,"	01",2623,
10,1117,28,40082,2,1,"	02","	025","	00540",4,2,61,4,8,1956,2,6,,1,,"	01",2623,5246
10,1117,28,40083,3,1,"	02","	026","	00541",3,2,19,19,10,1998,7,1,3,1,,"	01",2553,5106
10,1117,28,40083,3,1,"	01","	026","	00541",1,2,42,11,9,1975,2,2,,,,"	01",2553,
10,1117,28,40083,2,1,"	01","	026","	00541",1,2,96,27,6,1921,2,4,,1,,"	01",2553,2553
10,1117,28,40083,1,1,"	03","	026","	00541",3,1,60,20,11,1956,7,5,3,,,"	01",2553,
10,1117,28,40083,1,1,"	02","	026","	00541",2,2,79,28,9,1938,2,6,,1,,"	01",2553,7659
10,1117,28,40083,1,1,"	01","	026","	00541",1,1,82,1,11,1935,2,5,,,,"	01",2553,
10,1117,28,40083,5,1,"	03","	026","	00541",3,1,24,23,7,1993,7,4,3,,,"	01",2553,
10,1117,28,40083,5,1,"	02","	026","	00541",2,1,59,18,7,1958,4,2,,,,"	01",2553,
10,1117,28,40083,5,1,"	01","	026","	00541",1,2,57,24,7,1960,7,4,3,1,,"	01",2553,7659
10,1117,28,40083,3,1,"	03","	026","	00541",3,2,7,11,12,2009,2,2,,,,"	01",2553,
10,1117,28,40105,5,1,"	02","	025","	00542",2,2,61,25,11,1955,2,6,,1,,"	01",2677,5354
10,1117,28,40105,3,1,"	01","	025","	00542",1,1,53,16,1,1964,7,5,3,,,"	01",2677,
10,1117,28,40105,4,1,"	01","	025","	00542",1,2,49,12,6,1968,3,3,,,,"	01",2677,
10,1117,28,40105,4,1,"	02","	025","	00542",3,2,19,10,11,1997,7,1,3,1,,"	01",2677,5354
10,1117,28,40105,4,1,"	03","	025","	00542",3,1,10,20,4,2007,2,5,,,,"	01",2677,
10,1117,28,40105,3,1,"	02","	025","	00542",2,2,55,7,1,1962,7,5,3,1,,"	01",2677,5354
10,1117,28,40105,1,1,"	01","	025","	00542",1,1,45,8,4,1972,3,3,,1,,"	01",2677,2677
10,1117,28,40105,5,1,"	01","	025","	00542",1,1,69,10,4,1948,2,6,,,,"	01",2677,
10,1117,28,40105,2,1,"	04","	025","	00542",3,2,14,3,7,2003,3,2,,,,"	01",2677,
10,1117,28,40105,2,1,"	03","	025","	00542",2,2,41,2,3,1976,3,3,,,,"	01",2677,
10,1117,28,40105,2,1,"	01","	025","	00542",1,1,43,21,2,1974,3,3,,1,,"	01",2677,8031
10,1117,28,40105,2,1,"	02","	025","	00542",4,2,67,15,9,1950,,,,,,"	01",2677,
10,1117,28,40125,5,1,"	03","	026","	00543",3,2,17,24,7,2000,3,3,,,,"	01",1993,
10,1117,28,40125,5,1,"	04","	026","	00543",3,1,10,17,8,2007,2,4,,,,"	01",1993,
10,1117,28,40125,5,1,"	01","	026","	00543",1,1,43,26,2,1974,7,5,3,,,"	01",1993,
10,1117,28,40125,5,1,"	02","	026","	00543",2,2,42,8,11,1975,7,5,3,1,,"	01",1993,3986
10,1117,28,40125,3,1,"	02","	026","	00543",2,2,36,15,4,1981,7,5,3,1,,"	01",1993,3986
10,1117,28,40125,2,1,"	01","	026","	00543",1,1,68,6,3,1949,6,3,2,1,,"	01",1993,5979
10,1117,28,40125,2,1,"	02","	026","	00543",2,2,69,10,6,1948,6,3,2,,,"	01",1993,
10,1117,28,40125,2,1,"	03","	026","	00543",3,1,31,14,5,1986,4,3,,,,"	01",1993,
10,1117,28,40125,3,1,"	01","	026","	00543",1,1,40,19,1,1977,7,5,3,,,"	01",1993,
10,1117,28,40125,3,1,"	03","	026","	00543",3,2,3,23,2,2014,,,,,,"	01",1993,
10,1117,28,40137,5,1,"	01","	027","	00544",1,1,59,18,9,1958,7,2,3,,,"	01",3125,
10,1117,28,40137,5,1,"	02","	027","	00544",2,2,54,2,6,1963,3,3,,,,"	01",3125,
10,1117,28,40137,5,1,"	03","	027","	00544",3,2,31,12,8,1986,7,5,3,,,"	01",3125,
10,1117,28,40137,5,1,"	04","	027","	00544",4,1,29,30,6,1988,7,4,3,1,,"	01",3125,12500
10,1117,28,40137,5,1,"	05","	027","	00544",4,1,1,9,6,2016,,,,,,"	01",3125,
10,1117,28,40146,3,1,"	02","	025","	00545",3,2,8,2,12,2008,2,3,,,,"	01",2987,
10,1117,28,40146,3,1,"	01","	025","	00545",1,2,32,28,7,1985,4,3,,1,,"	01",2987,2987
10,1117,28,40146,2,1,"	01","	025","	00545",1,1,70,27,4,1947,2,6,,1,,"	01",2987,2987
10,1117,28,40146,3,1,"	03","	025","	00545",3,2,5,27,9,2012,1,2,,,,"	01",2987,
10,1117,28,40146,4,1,"	04","	025","	00545",3,1,11,20,7,2006,2,4,,,,"	01",2987,
10,1117,28,40146,4,1,"	03","	025","	00545",3,2,13,4,3,2004,2,6,,,,"	01",2987,
10,1117,28,40146,1,1,"	01","	025","	00545",1,1,55,24,10,1962,2,6,,1,,"	01",2987,5974
10,1117,28,40146,1,1,"	02","	025","	00545",2,2,57,5,2,1960,3,3,,,,"	01",2987,
10,1117,28,40146,4,1,"	01","	025","	00545",1,1,48,24,10,1969,3,3,,,1,"	01",2987,
10,1117,28,40146,4,1,"	02","	025","	00545",2,2,33,15,9,1984,2,3,,1,,"	01",2987,5974
10,1117,28,40146,4,1,"	05","	025","	00545",3,2,7,22,12,2009,2,2,,,,"	01",2987,
10,1117,28,40159,3,1,"	04","	026","	00546",4,2,29,7,11,1987,4,3,,,,"	01",2720,
10,1117,28,40159,3,1,"	05","	026","	00546",3,2,45,17,2,1972,4,3,,,,"	01",2720,
10,1117,28,40159,3,1,"	03","	026","	00546",3,2,32,29,12,1984,3,3,,,,"	01",2720,
10,1117,28,40159,3,1,"	02","	026","	00546",2,1,66,31,5,1951,2,6,,,,"	01",2720,
10,1117,28,40159,3,1,"	01","	026","	00546",1,2,67,8,2,1950,2,6,,1,,"	01",2720,19040
10,1117,28,40159,4,1,"	04","	026","	00546",3,2,12,10,8,2005,2,6,,,,"	01",2720,
