CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
"	08",1117,31,40346,5,1,"	05","	021","	00614",4,2,22,15,10,1995,7,3,3,1,,"	01",3853,15412
"	08",1117,31,40346,5,1,"	01","	021","	00614",1,1,34,30,10,1983,7,3,3,,,"	01",3853,
"	08",1117,31,40346,5,1,"	02","	021","	00614",2,2,41,13,1,1976,7,5,3,,,"	01",3853,
"	08",1117,31,40346,5,1,"	03","	021","	00614",4,2,21,18,5,1996,7,1,3,,,"	01",3853,
"	08",1117,31,40346,5,1,"	04","	021","	00614",3,1,6,20,12,2010,1,3,,,,"	01",3853,
"	08",1117,31,40346,2,1,"	01","	021","	00614",1,2,41,13,5,1976,6,3,2,1,,"	01",3853,7706
"	08",1117,31,40346,2,1,"	02","	021","	00614",2,1,42,1,8,1975,6,3,2,,,"	01",3853,
"	08",1117,31,40346,2,1,"	03","	021","	00614",3,1,11,21,5,2006,2,5,,,,"	01",3853,
"	08",1117,31,40346,2,1,"	04","	021","	00614",3,1,15,27,1,2002,3,3,,,,"	01",3853,
"	08",1117,31,40346,2,1,"	05","	021","	00614",3,1,1,13,6,2016,,,,,,"	01",3853,
"	08",1117,31,40346,3,1,"	01","	021","	00614",1,1,42,26,11,1974,9,2,4,1,,"	01",3853,7706
"	08",1117,31,40346,3,1,"	02","	021","	00614",2,2,39,7,11,1978,7,5,3,,,"	01",3853,
"	08",1117,31,40346,3,1,"	03","	021","	00614",3,1,11,7,11,2006,2,5,,,,"	01",3853,
"	08",1117,31,40349,4,1,"	01","	019","	00615",1,1,66,10,5,1951,2,2,,,,"	01",2976,
"	08",1117,31,40349,1,1,"	03","	019","	00615",4,1,,8,12,2016,,,,,,"	01",2976,
"	08",1117,31,40349,4,1,"	03","	019","	00615",4,1,42,26,6,1975,3,3,,,,"	01",2976,
"	08",1117,31,40349,4,1,"	04","	019","	00615",3,2,47,22,4,1970,4,3,,,,"	01",2976,
"	08",1117,31,40349,4,1,"	05","	019","	00615",3,1,31,31,3,1986,4,3,,,,"	01",2976,
"	08",1117,31,40349,4,1,"	06","	019","	00615",4,2,30,19,11,1986,4,3,,1,,"	01",2976,17856
"	08",1117,31,40349,4,1,"	07","	019","	00615",4,1,8,30,5,2009,2,2,,,,"	01",2976,
"	08",1117,31,40349,3,1,"	01","	019","	00615",1,1,21,20,10,1996,7,4,3,1,,"	01",2976,2976
"	08",1117,31,40349,2,1,"	01","	019","	00615",1,2,42,5,9,1975,6,3,2,1,,"	01",2976,8928
"	08",1117,31,40349,2,1,"	02","	019","	00615",2,1,44,19,12,1972,3,3,,,,"	01",2976,
"	08",1117,31,40349,2,1,"	03","	019","	00615",3,1,21,8,1,1996,7,3,3,,,"	01",2976,
"	08",1117,31,40349,2,1,"	04","	019","	00615",3,2,17,6,6,2000,4,2,,,,"	01",2976,
"	08",1117,31,40349,5,1,"	01","	019","	00615",1,1,77,8,9,1940,2,4,,,,"	01",2976,
"	08",1117,31,40349,5,1,"	02","	019","	00615",2,2,69,3,11,1948,2,2,,1,,"	01",2976,5952
"	08",1117,31,40349,1,1,"	01","	019","	00615",1,1,44,26,6,1973,3,3,,1,,"	01",2976,5952
"	08",1117,31,40349,1,1,"	02","	019","	00615",3,2,26,13,6,1991,6,2,3,,,"	01",2976,
"	08",1117,31,40349,4,1,"	02","	019","	00615",2,2,65,6,9,1952,2,6,,,,"	01",2976,
"	08",1117,31,40387,1,1,"	06","	021","	00616",4,2,14,17,12,2002,3,3,,,,"	01",3725,
"	08",1117,31,40387,3,1,"	01","	021","	00616",1,1,54,28,8,1963,6,2,3,1,,"	01",3725,14900
"	08",1117,31,40387,3,1,"	02","	021","	00616",2,2,43,27,3,1974,3,3,,,,"	01",3725,
"	08",1117,31,40387,3,1,"	03","	021","	00616",3,2,23,27,11,1993,4,2,,,,"	01",3725,
"	08",1117,31,40387,3,1,"	04","	021","	00616",3,2,19,18,7,1998,4,3,,,,"	01",3725,
"	08",1117,31,40387,3,1,"	05","	021","	00616",4,2,3,29,1,2014,,,,,,"	01",3725,
"	08",1117,31,40387,3,1,"	06","	021","	00616",4,1,2,25,2,2015,,,,,,"	01",3725,
"	08",1117,31,40387,5,1,"	01","	021","	00616",1,1,42,24,11,1974,3,3,,,,"	01",3725,
"	08",1117,31,40387,5,1,"	02","	021","	00616",2,2,41,15,4,1976,3,3,,1,,"	01",3725,7450
"	08",1117,31,40387,5,1,"	03","	021","	00616",3,2,14,26,3,2003,3,2,,,,"	01",3725,
"	08",1117,31,40387,2,1,"	01","	021","	00616",1,1,62,30,11,1954,6,2,1,,,"	01",3725,
"	08",1117,31,40387,2,1,"	02","	021","	00616",2,2,62,12,11,1955,2,6,,1,,"	01",3725,7450
"	08",1117,31,40387,4,1,"	01","	021","	00616",1,1,73,21,4,1944,3,3,,1,,"	01",3725,7450
"	08",1117,31,40387,4,1,"	02","	021","	00616",2,2,57,11,6,1960,3,3,,,,"	01",3725,
"	08",1117,31,40387,1,1,"	01","	021","	00616",1,2,71,2,6,1946,2,1,,1,,"	01",3725,11175
"	08",1117,31,40387,1,1,"	02","	021","	00616",3,2,47,8,7,1970,3,3,,,,"	01",3725,
"	08",1117,31,40387,1,1,"	03","	021","	00616",3,2,45,16,1,1972,3,3,,,,"	01",3725,
"	08",1117,31,40387,1,1,"	04","	021","	00616",4,2,16,12,11,2001,3,3,,,,"	01",3725,
"	08",1117,31,40387,1,1,"	05","	021","	00616",4,1,3,29,6,2014,,,,,,"	01",3725,
"	08",1117,31,40403,5,1,"	03","	020","	00617",3,1,1,12,9,2016,,,,,,"	01",2804,
"	08",1117,31,40403,5,1,"	01","	020","	00617",1,1,26,26,6,1991,3,3,,,,"	01",2804,
"	08",1117,31,40403,4,1,"	04","	020","	00617",4,2,6,29,1,2011,1,3,,,,"	01",2804,
"	08",1117,31,40403,4,1,"	03","	020","	00617",3,2,30,29,11,1986,4,2,,1,,"	01",2804,8412
"	08",1117,31,40403,4,1,"	02","	020","	00617",2,2,57,29,11,1959,3,3,,,,"	01",2804,
"	08",1117,31,40403,4,1,"	01","	020","	00617",1,1,57,10,4,1960,3,2,,,,"	01",2804,
"	08",1117,31,40403,3,1,"	04","	020","	00617",3,2,7,5,3,2010,2,1,,,,"	01",2804,
"	08",1117,31,40403,3,1,"	03","	020","	00617",3,1,13,5,11,2004,2,6,,,,"	01",2804,
"	08",1117,31,40403,3,1,"	02","	020","	00617",2,2,39,27,6,1978,7,4,3,,,"	01",2804,
"	08",1117,31,40403,3,1,"	01","	020","	00617",1,1,36,8,10,1981,4,3,,1,,"	01",2804,5608
"	08",1117,31,40403,2,1,"	04","	020","	00617",3,1,16,10,4,2001,3,3,,,,"	01",2804,
"	08",1117,31,40403,2,1,"	03","	020","	00617",3,2,24,23,9,1993,7,3,3,,,"	01",2804,
"	08",1117,31,40403,2,1,"	02","	020","	00617",2,2,53,12,3,1964,7,4,3,,,"	01",2804,
"	08",1117,31,40403,2,1,"	01","	020","	00617",1,1,54,13,3,1963,3,3,,1,,"	01",2804,8412
"	08",1117,31,40403,1,1,"	03","	020","	00617",3,1,20,2,6,1997,4,3,,,,"	01",2804,
"	08",1117,31,40403,1,1,"	02","	020","	00617",2,1,57,26,11,1959,7,5,3,,,"	01",2804,
"	08",1117,31,40403,1,1,"	01","	020","	00617",1,2,57,6,8,1960,7,5,3,1,,"	01",2804,8412
"	08",1117,31,40403,5,1,"	02","	020","	00617",2,2,33,15,10,1984,3,3,,1,,"	01",2804,5608
"	08",1117,31,40414,4,1,"	04","	019","	00618",3,2,7,17,8,2010,2,1,,,,"	01",3355,
"	08",1117,31,40414,4,1,"	03","	019","	00618",3,1,3,22,11,2014,,,,,,"	01",3355,
"	08",1117,31,40414,4,1,"	02","	019","	00618",2,2,22,2,5,1995,3,3,,1,,"	01",3355,6710
"	08",1117,31,40414,4,1,"	01","	019","	00618",1,1,21,1,10,1996,2,6,,,,"	01",3355,
"	08",1117,31,40414,3,1,"	05","	019","	00618",3,2,3,5,11,2014,,,,,,"	01",3355,
"	08",1117,31,40414,3,1,"	04","	019","	00618",3,2,3,26,11,2013,,,,,,"	01",3355,
"	08",1117,31,40414,3,1,"	03","	019","	00618",3,2,7,4,5,2010,2,1,,,,"	01",3355,
"	08",1117,31,40414,3,1,"	02","	019","	00618",2,2,26,2,1,1991,3,3,,1,,"	01",3355,6710
"	08",1117,31,40414,3,1,"	01","	019","	00618",1,1,30,17,2,1987,3,3,,,,"	01",3355,
"	08",1117,31,40414,2,1,"	02","	019","	00618",2,2,26,20,10,1991,7,2,3,1,,"	01",3355,6710
"	08",1117,31,40414,2,1,"	01","	019","	00618",1,1,33,22,11,1984,7,4,3,,,"	01",3355,
"	08",1117,31,40414,1,1,"	04","	019","	00618",3,1,9,2,12,2007,2,4,,,,"	01",3355,
"	08",1117,31,40414,1,1,"	03","	019","	00618",3,2,15,1,12,2001,3,3,,,,"	01",3355,
"	08",1117,31,40414,1,1,"	02","	019","	00618",2,2,34,25,2,1983,3,3,,,,"	01",3355,
"	08",1117,31,40414,1,1,"	01","	019","	00618",1,1,38,14,7,1979,2,4,,1,,"	01",3355,6710
"	08",1117,31,40414,5,1,"	05","	019","	00618",3,1,16,13,3,2001,3,3,,,,"	01",3355,
"	08",1117,31,40414,5,1,"	04","	019","	00618",3,2,11,7,4,2006,2,4,,,,"	01",3355,
"	08",1117,31,40414,5,1,"	03","	019","	00618",3,1,14,2,11,2003,2,6,,,,"	01",3355,
"	08",1117,31,40414,5,1,"	01","	019","	00618",1,1,39,29,4,1978,3,3,,1,,"	01",3355,6710
"	08",1117,31,40414,5,1,"	02","	019","	00618",2,2,39,29,4,1978,,,,,,"	01",3355,
32,1117,32,40033,3,1,"	01","	076","	00619",1,1,73,29,5,1944,6,3,2,1,,"	01",1107,2214
32,1117,32,40033,3,1,"	02","	076","	00619",2,2,70,4,2,1947,6,3,2,,,"	01",1107,
32,1117,32,40033,4,1,"	01","	076","	00619",1,1,70,30,6,1947,9,3,4,,,"	01",1107,
32,1117,32,40033,5,1,"	01","	076","	00619",1,2,60,26,8,1957,7,5,3,1,,"	01",1107,1107
32,1117,32,40033,4,1,"	03","	076","	00619",3,2,40,30,6,1977,9,3,4,,,"	01",1107,
32,1117,32,40033,4,1,"	04","	076","	00619",4,2,11,30,6,2006,2,6,,,,"	01",1107,
32,1117,32,40033,4,1,"	02","	076","	00619",2,2,70,30,6,1947,9,3,4,1,,"	01",1107,3321
32,1117,32,40039,3,1,"	02","	075","	00620",2,2,36,19,2,1981,3,3,,,,"	01",607,
32,1117,32,40039,3,1,"	03","	075","	00620",3,2,15,3,5,2002,3,3,,,,"	01",607,
32,1117,32,40039,3,1,"	04","	075","	00620",3,1,12,24,7,2005,2,6,,,,"	01",607,
32,1117,32,40039,4,1,"	01","	075","	00620",1,2,60,14,3,1957,2,6,,1,,"	01",607,1214
32,1117,32,40039,4,1,"	02","	075","	00620",3,1,35,28,2,1982,3,2,,,,"	01",607,
32,1117,32,40039,5,1,"	01","	075","	00620",1,1,45,21,9,1972,3,3,,1,,"	01",607,1214
32,1117,32,40039,5,1,"	02","	075","	00620",2,2,44,25,6,1973,3,3,,,,"	01",607,
32,1117,32,40039,1,1,"	01","	075","	00620",1,1,30,24,12,1986,4,3,,,,"	01",607,
32,1117,32,40039,1,1,"	02","	075","	00620",2,2,32,23,11,1985,7,4,3,1,,"	01",607,1214
32,1117,32,40039,1,1,"	03","	075","	00620",3,2,4,31,3,2013,,,,,,"	01",607,
32,1117,32,40039,2,1,"	01","	075","	00620",1,2,26,31,8,1991,7,5,3,1,,"	01",607,1214
32,1117,32,40039,2,1,"	02","	075","	00620",7,2,28,27,1,1989,7,5,3,,,"	01",607,
32,1117,32,40039,3,1,"	01","	075","	00620",1,1,40,19,12,1976,4,2,,1,,"	01",607,1214
32,1117,32,40050,5,1,"	02","	074","	00621",2,2,26,8,8,1991,7,5,3,1,,"	01",861,1722
32,1117,32,40050,2,1,"	03","	074","	00621",3,2,19,10,10,1998,4,3,,,,"	01",861,
32,1117,32,40050,5,1,"	01","	074","	00621",1,1,27,21,2,1990,6,2,3,,,"	01",861,
32,1117,32,40050,2,1,"	02","	074","	00621",2,2,43,19,12,1973,7,5,3,,,"	01",861,
32,1117,32,40050,2,1,"	01","	074","	00621",1,1,45,19,10,1972,7,5,3,1,,"	01",861,2583
32,1117,32,40050,3,1,"	07","	074","	00621",7,1,15,6,11,2002,3,3,,,,"	01",861,
32,1117,32,40050,3,1,"	06","	074","	00621",4,2,36,23,1,1981,3,3,,1,,"	01",861,3444
32,1117,32,40050,3,1,"	05","	074","	00621",4,2,10,20,9,2007,2,4,,,,"	01",861,
32,1117,32,40050,3,1,"	04","	074","	00621",3,2,15,15,4,2002,3,3,,,,"	01",861,
32,1117,32,40050,3,1,"	03","	074","	00621",3,1,34,29,11,1982,3,3,,,,"	01",861,
32,1117,32,40050,3,1,"	02","	074","	00621",3,2,38,2,10,1979,4,3,,,,"	01",861,
32,1117,32,40050,3,1,"	01","	074","	00621",1,2,53,23,4,1964,2,6,,,,"	01",861,
32,1117,32,40050,2,1,"	04","	074","	00621",3,1,14,27,1,2003,3,2,,,,"	01",861,
32,1117,32,40050,4,1,"	05","	074","	00621",3,2,,10,11,2016,,,,,,"	01",861,
32,1117,32,40050,4,1,"	04","	074","	00621",3,1,2,5,6,2015,,,,,,"	01",861,
32,1117,32,40050,4,1,"	03","	074","	00621",3,1,5,31,5,2012,1,2,,,,"	01",861,
32,1117,32,40050,4,1,"	02","	074","	00621",2,2,33,27,10,1984,7,5,3,,,"	01",861,
32,1117,32,40050,4,1,"	01","	074","	00621",1,1,30,2,2,1987,3,3,,1,,"	01",861,1722
32,1117,32,40050,1,1,"	01","	074","	00621",1,1,58,6,11,1959,7,5,3,1,,"	01",861,861
32,1117,32,40054,2,1,"	03","	074","	00622",3,2,17,27,7,2000,4,1,,,,"	01",805,
32,1117,32,40054,4,1,"	03","	074","	00622",3,2,2,7,2,2015,,,,,,"	01",805,
32,1117,32,40054,4,1,"	02","	074","	00622",2,2,23,4,12,1993,4,3,,1,,"	01",805,1610
32,1117,32,40054,4,1,"	01","	074","	00622",1,1,26,17,5,1991,7,5,3,,,"	01",805,
32,1117,32,40054,4,1,"	04","	074","	00622",3,1,,16,4,2017,,,,,,"	01",805,
32,1117,32,40054,1,1,"	01","	074","	00622",1,1,66,18,5,1951,5,3,2,1,,"	01",805,805
32,1117,32,40054,3,1,"	02","	074","	00622",2,2,57,15,12,1959,2,6,,,,"	01",805,
32,1117,32,40054,5,1,"	01","	074","	00622",1,2,51,24,4,1966,3,3,,1,,"	01",805,805
32,1117,32,40054,2,1,"	01","	074","	00622",1,1,48,27,4,1969,3,3,,1,,"	01",805,1610
32,1117,32,40054,2,1,"	02","	074","	00622",2,2,48,4,4,1969,3,3,,,,"	01",805,
32,1117,32,40054,3,1,"	01","	074","	00622",1,1,57,7,3,1960,2,6,,1,,"	01",805,1610
32,1117,32,40064,3,1,"	03","	076","	00623",3,1,12,12,1,2005,2,6,,,,"	01",1399,
32,1117,32,40064,3,1,"	02","	076","	00623",2,2,45,25,4,1972,10,1,5,,,"	01",1399,
32,1117,32,40064,3,1,"	01","	076","	00623",1,1,48,21,8,1969,9,2,4,1,,"	01",1399,2798
32,1117,32,40064,2,1,"	02","	076","	00623",2,2,23,28,1,1994,7,4,3,,,"	01",1399,
32,1117,32,40064,2,1,"	01","	076","	00623",1,1,23,13,11,1994,7,2,3,1,,"	01",1399,2798
32,1117,32,40064,4,1,"	04","	076","	00623",3,2,16,29,6,2001,4,1,,,,"	01",1399,
32,1117,32,40064,4,1,"	03","	076","	00623",3,2,18,13,5,1999,4,1,,,,"	01",1399,
32,1117,32,40064,4,1,"	02","	076","	00623",3,1,21,18,3,1996,4,3,,1,,"	01",1399,4197
32,1117,32,40064,4,1,"	01","	076","	00623",1,2,47,30,10,1970,9,4,4,,,"	01",1399,
32,1117,32,40064,5,1,"	05","	076","	00623",4,1,6,10,4,2011,1,3,,,,"	01",1399,
32,1117,32,40064,5,1,"	04","	076","	00623",3,2,27,23,6,1990,7,5,3,,,"	01",1399,
32,1117,32,40064,5,1,"	03","	076","	00623",3,1,20,15,2,1997,7,1,3,1,,"	01",1399,5596
32,1117,32,40064,3,1,"	04","	076","	00623",3,1,10,1,8,2007,2,4,,,,"	01",1399,
32,1117,32,40064,5,1,"	01","	076","	00623",1,2,53,12,7,1964,3,2,,,,"	01",1399,
32,1117,32,40064,1,1,"	02","	076","	00623",3,1,37,7,5,1980,3,3,,1,,"	01",1399,2798
32,1117,32,40064,1,1,"	01","	076","	00623",1,2,64,20,5,1953,7,4,3,,,"	01",1399,
32,1117,32,40064,5,1,"	02","	076","	00623",3,1,29,4,8,1988,7,5,3,,,"	01",1399,
32,1117,32,40134,2,1,"	01","	075","	00624",1,2,76,31,10,1941,2,6,,1,,"	01",720,720
32,1117,32,40134,3,1,"	01","	075","	00624",1,1,62,16,4,1955,4,3,,,,"	01",720,
32,1117,32,40134,5,1,"	03","	075","	00624",4,2,21,6,6,1996,3,3,,1,,"	01",720,2160
32,1117,32,40134,5,1,"	02","	075","	00624",2,1,68,4,11,1949,,,,,,"	01",720,
32,1117,32,40134,5,1,"	01","	075","	00624",1,2,58,18,3,1959,2,4,,,,"	01",720,
32,1117,32,40134,4,1,"	04","	075","	00624",3,1,,31,5,2017,,,,,,"	01",720,
32,1117,32,40134,3,1,"	03","	075","	00624",3,2,38,13,6,1979,7,5,3,,,"	01",720,
32,1117,32,40134,3,1,"	04","	075","	00624",3,2,22,1,6,1995,7,2,3,1,,"	01",720,2880
32,1117,32,40134,1,1,"	01","	075","	00624",1,1,55,8,9,1962,9,2,4,1,,"	01",720,1440
32,1117,32,40134,1,1,"	02","	075","	00624",2,2,55,16,2,1962,4,3,,,,"	01",720,
32,1117,32,40134,3,1,"	02","	075","	00624",2,2,56,9,1,1961,6,2,2,,,"	01",720,
32,1117,32,40134,4,1,"	01","	075","	00624",1,1,21,10,11,1996,4,2,,1,,"	01",720,1440
32,1117,32,40134,4,1,"	02","	075","	00624",2,2,20,21,9,1997,4,2,,,,"	01",720,
32,1117,32,40134,4,1,"	03","	075","	00624",3,1,2,8,2,2015,,,,,,"	01",720,
32,1117,32,40137,5,1,"	06","	075","	00625",3,1,4,6,2,2013,,,,,,"	01",629,
32,1117,32,40137,5,1,"	02","	075","	00625",2,2,42,11,10,1975,7,5,3,,,"	01",629,
32,1117,32,40137,5,1,"	04","	075","	00625",3,1,8,6,10,2009,2,1,,,,"	01",629,
32,1117,32,40137,5,1,"	03","	075","	00625",3,2,10,15,1,2007,2,2,,,,"	01",629,
32,1117,32,40137,2,1,"	01","	075","	00625",1,2,60,22,9,1957,7,5,3,1,,"	01",629,629
32,1117,32,40137,3,1,"	01","	075","	00625",1,1,43,15,7,1974,9,2,4,,,"	01",629,
32,1117,32,40137,3,1,"	02","	075","	00625",2,2,41,24,7,1976,7,5,3,1,,"	01",629,1258
32,1117,32,40137,3,1,"	03","	075","	00625",3,2,10,16,4,2007,2,4,,,,"	01",629,
32,1117,32,40137,3,1,"	04","	075","	00625",3,2,7,16,7,2010,2,1,,,,"	01",629,
32,1117,32,40137,4,1,"	01","	075","	00625",1,1,31,2,9,1986,7,4,3,,,"	01",629,
32,1117,32,40137,4,1,"	02","	075","	00625",2,2,26,30,10,1991,7,4,3,1,,"	01",629,1258
32,1117,32,40137,1,1,"	01","	075","	00625",1,2,62,11,4,1955,6,3,2,,,"	01",629,
32,1117,32,40137,1,1,"	02","	075","	00625",3,1,27,16,2,1990,7,5,3,1,,"	01",629,1258
32,1117,32,40137,5,1,"	01","	075","	00625",1,1,42,16,1,1975,9,1,4,1,,"	01",629,1258
32,1117,32,40137,5,1,"	05","	075","	00625",3,1,6,28,10,2011,1,3,,,,"	01",629,
32,1117,32,40151,3,1,"	03","	074","	00626",3,1,8,22,5,2009,2,2,,,,"	01",838,
32,1117,32,40151,3,1,"	02","	074","	00626",2,2,24,4,2,1993,3,3,,1,,"	01",838,1676
32,1117,32,40151,3,1,"	01","	074","	00626",1,1,28,4,6,1989,4,3,,,,"	01",838,
32,1117,32,40151,2,1,"	06","	074","	00626",4,1,9,25,10,2008,,,,,,"	01",838,
32,1117,32,40151,2,1,"	05","	074","	00626",3,1,27,24,10,1990,3,3,,,,"	01",838,
32,1117,32,40151,2,1,"	04","	074","	00626",3,1,35,6,1,1982,3,3,,,,"	01",838,
32,1117,32,40151,2,1,"	03","	074","	00626",3,1,22,6,7,1995,3,3,,1,,"	01",838,4190
32,1117,32,40151,2,1,"	02","	074","	00626",2,1,60,20,3,1957,2,6,,,,"	01",838,
32,1117,32,40151,2,1,"	01","	074","	00626",1,2,54,28,12,1962,2,4,,,,"	01",838,
32,1117,32,40151,1,1,"	02","	074","	00626",2,2,63,8,8,1954,2,6,,1,,"	01",838,1676
32,1117,32,40151,1,1,"	01","	074","	00626",1,1,68,27,4,1949,3,3,,,,"	01",838,
32,1117,32,40151,5,1,"	06","	074","	00626",4,1,2,3,5,2015,,,,,,"	01",838,
32,1117,32,40151,5,1,"	05","	074","	00626",4,1,4,14,9,2013,,,,,,"	01",838,
32,1117,32,40151,5,1,"	04","	074","	00626",4,1,7,6,4,2010,2,1,,,,"	01",838,
32,1117,32,40151,5,1,"	03","	074","	00626",4,2,24,11,11,1993,2,3,,,,"	01",838,
32,1117,32,40151,5,1,"	02","	074","	00626",4,1,21,1,1,1996,3,3,,,,"	01",838,
32,1117,32,40151,5,1,"	01","	074","	00626",1,2,59,6,10,1958,3,2,,1,,"	01",838,2514
32,1117,32,40151,3,1,"	04","	074","	00626",3,1,3,11,4,2014,,,,,,"	01",838,
32,1117,32,40151,4,1,"	01","	074","	00626",1,1,72,4,10,1945,2,1,,,,"	01",838,
32,1117,32,40151,4,1,"	02","	074","	00626",2,2,71,21,5,1946,,,,1,,"	01",838,1676
32,1117,32,40153,2,1,"	01","	075","	00627",1,2,48,10,9,1969,2,5,,,,"	01",764,
32,1117,32,40153,2,1,"	02","	075","	00627",3,2,20,10,8,1997,4,3,,1,,"	01",764,1528
32,1117,32,40153,4,1,"	01","	075","	00627",1,1,41,10,10,1976,7,4,3,,,"	01",764,
32,1117,32,40153,4,1,"	02","	075","	00627",2,2,40,28,11,1976,9,2,4,1,,"	01",764,1528
32,1117,32,40153,1,1,"	01","	075","	00627",1,2,53,20,9,1964,2,6,,,,"	01",764,
32,1117,32,40153,1,1,"	02","	075","	00627",2,1,49,15,1,1968,2,2,,1,,"	01",764,2292
32,1117,32,40153,1,1,"	03","	075","	00627",4,2,23,15,6,1994,3,3,,,,"	01",764,
32,1117,32,40153,1,1,"	04","	075","	00627",4,2,9,10,9,2008,2,3,,,,"	01",764,
32,1117,32,40153,1,1,"	05","	075","	00627",4,2,8,5,9,2009,2,2,,,,"	01",764,
32,1117,32,40153,3,1,"	01","	075","	00627",1,2,49,20,2,1968,7,5,3,1,,"	01",764,1528
32,1117,32,40153,3,1,"	02","	075","	00627",3,2,18,30,8,1999,4,3,,,,"	01",764,
32,1117,32,40153,3,1,"	03","	075","	00627",3,2,16,23,3,2001,4,1,,,,"	01",764,
32,1117,32,40153,5,1,"	01","	075","	00627",1,1,55,29,12,1961,10,2,5,1,,"	01",764,2292
32,1117,32,40153,5,1,"	02","	075","	00627",2,2,55,10,11,1961,4,3,,,,"	01",764,
32,1117,32,40153,5,1,"	03","	075","	00627",3,2,23,12,7,1994,7,4,3,,,"	01",764,
32,1117,32,40185,2,1,"	01","	075","	00628",1,1,34,27,10,1983,9,3,4,1,,"	01",718,1436
32,1117,32,40185,3,1,"	01","	075","	00628",1,1,54,1,10,1963,7,5,3,1,,"	01",718,2872
32,1117,32,40185,2,1,"	06","	075","	00628",3,2,1,6,11,2016,,,,,,"	01",718,
32,1117,32,40185,2,1,"	05","	075","	00628",3,1,3,6,4,2014,,,,,,"	01",718,
32,1117,32,40185,2,1,"	04","	075","	00628",3,2,5,6,11,2012,1,2,,,,"	01",718,
32,1117,32,40185,2,1,"	03","	075","	00628",3,2,10,16,6,2007,2,4,,,,"	01",718,
32,1117,32,40185,2,1,"	02","	075","	00628",2,2,33,6,11,1984,9,3,4,,,"	01",718,
32,1117,32,40185,3,1,"	02","	075","	00628",2,2,52,27,1,1965,9,2,4,,,"	01",718,
32,1117,32,40185,1,1,"	03","	075","	00628",3,1,24,9,7,1993,7,5,3,,,"	01",718,
32,1117,32,40185,1,1,"	02","	075","	00628",2,2,17,30,9,2000,3,3,,,,"	01",718,
32,1117,32,40185,1,1,"	01","	075","	00628",1,2,54,9,5,1963,4,1,,1,,"	01",718,1436
32,1117,32,40185,4,1,"	03","	075","	00628",3,2,25,20,8,1992,7,5,3,,,"	01",718,
32,1117,32,40185,4,1,"	02","	075","	00628",2,2,61,28,10,1956,5,4,2,1,,"	01",718,2154
32,1117,32,40185,3,1,"	03","	075","	00628",3,2,23,22,5,1994,7,5,3,,,"	01",718,
32,1117,32,40185,3,1,"	04","	075","	00628",3,1,18,3,4,1999,4,3,,,,"	01",718,
32,1117,32,40185,3,1,"	05","	075","	00628",4,2,2,27,12,2014,,,,,,"	01",718,
32,1117,32,40185,4,1,"	01","	075","	00628",1,1,62,15,5,1955,7,4,3,,,"	01",718,
32,1117,32,40197,4,1,"	01","	075","	00629",1,1,30,5,12,1986,4,1,,1,,"	01",786,1572
32,1117,32,40197,1,1,"	01","	075","	00629",1,2,21,3,7,1996,7,3,3,1,,"	01",786,786
32,1117,32,40197,2,1,"	02","	075","	00629",2,2,74,7,2,1943,3,3,,1,,"	01",786,1572
32,1117,32,40197,2,1,"	01","	075","	00629",1,1,78,23,5,1939,7,5,3,,,"	01",786,
32,1117,32,40197,4,1,"	05","	075","	00629",3,2,,17,9,2017,,,,,,"	01",786,
32,1117,32,40197,4,1,"	04","	075","	00629",3,2,1,26,4,2016,,,,,,"	01",786,
32,1117,32,40197,5,1,"	01","	075","	00629",1,2,61,19,8,1956,3,3,,,,"	01",786,
32,1117,32,40197,4,1,"	02","	075","	00629",2,2,26,28,3,1991,4,1,,,,"	01",786,
32,1117,32,40197,5,1,"	05","	075","	00629",4,2,1,2,12,2015,,,,,,"	01",786,
32,1117,32,40197,5,1,"	04","	075","	00629",4,1,24,29,6,1993,7,5,3,,,"	01",786,
32,1117,32,40197,5,1,"	03","	075","	00629",3,2,23,25,10,1994,7,4,3,,,"	01",786,
32,1117,32,40197,5,1,"	02","	075","	00629",3,2,25,18,9,1992,7,5,3,1,,"	01",786,3144
32,1117,32,40197,4,1,"	03","	075","	00629",3,1,4,10,9,2013,,,,,,"	01",786,
32,1117,32,40232,1,1,"	01","	075","	00630",1,2,45,21,9,1972,3,3,,,,"	01",891,
32,1117,32,40232,1,1,"	02","	075","	00630",3,2,20,8,11,1997,7,3,3,1,,"	01",891,1782
32,1117,32,40232,1,1,"	03","	075","	00630",4,2,4,3,4,2013,,,,,,"	01",891,
32,1117,32,40232,3,1,"	01","	075","	00630",1,2,58,7,11,1959,2,6,,,,"	01",891,
32,1117,32,40232,3,1,"	02","	075","	00630",4,1,91,19,1,1926,2,6,,,,"	01",891,
32,1117,32,40232,3,1,"	03","	075","	00630",3,2,25,3,2,1992,7,4,3,,,"	01",891,
32,1117,32,40232,3,1,"	04","	075","	00630",4,2,23,5,3,1994,7,2,3,,,"	01",891,
32,1117,32,40232,3,1,"	05","	075","	00630",4,2,18,17,2,1999,4,3,,1,,"	01",891,4455
